GISJOIN,YEAR,COUNTY,POPULATION
G1300770,1940,Coweta,26972
G1300790,1940,Crawford,7128
G1300810,1940,Crisp,17540
G1300830,1940,Dade,5894
G1300850,1940,Dawson,4479
G1300870,1940,Decatur,22234
G1300890,1940,DeKalb,86942
G1300910,1940,Dodge,21022
G1300930,1940,Dooly,16886
G1300950,1940,Dougherty,28565
G1300970,1940,Douglas,10053
G1300990,1940,Early,18679
G1301010,1940,Echols,2964
G1301030,1940,Effingham,9646
G1301050,1940,Elbert,19618
G1301070,1940,Emanuel,23517
G1301090,1940,Evans,7401
G1301110,1940,Fannin,14752
G1301130,1940,Fayette,8170
G1301150,1940,Floyd,56141
G1301170,1940,Forsyth,11322
G1301190,1940,Franklin,15612
G1301210,1940,Fulton,392886
G1301230,1940,Gilmer,9001
G1301250,1940,Glascock,4547
G1301270,1940,Glynn,21920
G1301290,1940,Gordon,18445
G1301310,1940,Grady,19654
G1301330,1940,Greene,13709
G1301350,1940,Gwinnett,29087
G1301370,1940,Habersham,14771
G1301390,1940,Hall,34822
G1301410,1940,Hancock,12764
G1301430,1940,Haralson,14377
G1301450,1940,Harris,11428
G1301470,1940,Hart,15512
G1301490,1940,Heard,8610
G1301510,1940,Henry,15119
G1301530,1940,Houston,11303
G1301550,1940,Irwin,12936
G1301570,1940,Jackson,20089
G1301590,1940,Jasper,8772
G1301610,1940,Jeff Davis,8841
G1301630,1940,Jefferson,20040
G1301650,1940,Jenkins,11843
G1301670,1940,Johnson,12953
G1301690,1940,Jones,8331
G1301710,1940,Lamar,10091
G1301730,1940,Lanier,5632
G1301750,1940,Laurens,33606
G1301770,1940,Lee,7837
G1301790,1940,Liberty,8595
G1301810,1940,Lincoln,7042
G1301830,1940,Long,4086
G1301850,1940,Lowndes,31860
G1301870,1940,Lumpkin,6223
G1301890,1940,McDuffie,10878
G1301910,1940,McIntosh,5292
G1301930,1940,Macon,15947
G1301950,1940,Madison,13431
G1301970,1940,Marion,6954
G1301990,1940,Meriwether,22055
G1302010,1940,Miller,9998
G1302050,1940,Mitchell,23261
G1302070,1940,Monroe,10749
G1302090,1940,Montgomery,9668
G1302110,1940,Morgan,12713
G1302130,1940,Murray,11137
G1302150,1940,Muscogee,75494
G1302170,1940,Newton,18576
G1302190,1940,Oconee,7576
G1302210,1940,Oglethorpe,12430
G1302230,1940,Paulding,12832
G1302250,1940,Peach,10378
G1302270,1940,Pickens,9136
G1302290,1940,Pierce,11800
G1302310,1940,Pike,10375
G1302330,1940,Polk,28467
G1302350,1940,Pulaski,9829
G1302370,1940,Putnam,8514
G1302390,1940,Quitman,3435
G1302410,1940,Rabun,7821
G1302430,1940,Randolph,16609
G1302450,1940,Richmond,81863
G1302470,1940,Rockdale,7724
G1302490,1940,Schley,5033
G1302510,1940,Screven,20353
G1302530,1940,Seminole,8492
G1302550,1940,Spalding,28427
G1302570,1940,Stephens,12972
G1302590,1940,Stewart,10603
G1302610,1940,Sumter,24502
G1302630,1940,Talbot,8141
G1302650,1940,Taliaferro,6278
G1302670,1940,Tattnall,16243
G1302690,1940,Taylor,10768
G1302710,1940,Telfair,15145
G1302730,1940,Terrell,16675
G1302750,1940,Thomas,31289
G1302770,1940,Tift,18599
G1302790,1940,Toombs,16952
G1302810,1940,Towns,4925
G1302830,1940,Treutlen,7632
G1302850,1940,Troup,43879
G1302870,1940,Turner,10846
G1302890,1940,Twiggs,9117
G1302910,1940,Union,7680
G1302930,1940,Upson,25064
G1302950,1940,Walker,31024
G1302970,1940,Walton,20777
G1302990,1940,Ware,27929
G1303010,1940,Warren,10236
G1303030,1940,Washington,24230
G1303050,1940,Wayne,13122
G1303070,1940,Webster,4726
G1303090,1940,Wheeler,8535
G1303110,1940,White,6417
G1303130,1940,Whitfield,26105
G1303150,1940,Wilcox,12755
G1303170,1940,Wilkes,15084
G1303190,1940,Wilkinson,11025
G1303210,1940,Worth,21374
G1550015,1940,Hawaii,73276
G1550035,1940,Honolulu,258256
G1550075,1940,Kauai,35818
G1550095,1940,Maui,55980
G1600010,1940,Ada,50401
G1600030,1940,Adams,3407
G1600050,1940,Bannock,34759
G1600070,1940,Bear Lake,7911
G1600090,1940,Benewah,7332
G1600110,1940,Bingham,21044
G1600130,1940,Blaine,5295
G1600150,1940,Boise,2333
G1600170,1940,Bonner,15667
G1600190,1940,Bonneville,25697
G1600210,1940,Boundary,5987
G1600230,1940,Butte,1877
G1600250,1940,Camas,1360
G1600270,1940,Canyon,40987
G1600290,1940,Caribou,2284
G1600310,1940,Cassia,14430
G1600330,1940,Clark,1005
G1600350,1940,Clearwater,8243
G1600370,1940,Custer,3549
G1600390,1940,Elmore,5518
G1600410,1940,Franklin,10229
G1600430,1940,Fremont,10304
G1600450,1940,Gem,9544
G1600470,1940,Gooding,9257
G1600490,1940,Idaho,12691
G1600510,1940,Jefferson,10762
G1600530,1940,Jerome,9900
G1600550,1940,Kootenai,22283
G1600570,1940,Latah,18804
G1600590,1940,Lemhi,6521
G1600610,1940,Lewis,4666
G1600630,1940,Lincoln,4230
G1600650,1940,Madison,9186
G1600670,1940,Minidoka,9870
G1600690,1940,Nez Perce,18873
G1600710,1940,Oneida,5417
G1600730,1940,Owyhee,5652
G1600750,1940,Payette,9511
G1600770,1940,Power,3965
G1600790,1940,Shoshone,21230
G1600810,1940,Teton,3601
G1600830,1940,Twin Falls,36403
G1600850,1940,Valley,4035
G1600870,1940,Washington,8853
G1600875,1940,Yellowstone National Park,0
G1700010,1940,Adams,65229
G1700030,1940,Alexander,25496
G1700050,1940,Bond,14540
G1700070,1940,Boone,15202
G1700090,1940,Brown,8053
G1700110,1940,Bureau,37600
G1700130,1940,Calhoun,8207
G1700150,1940,Carroll,17987
G1700170,1940,Cass,16425
G1700190,1940,Champaign,70578
G1700210,1940,Christian,38564
G1700230,1940,Clark,18842
G1700250,1940,Clay,18947
G1700270,1940,Clinton,22912
G1700290,1940,Coles,38470
G1700310,1940,Cook,4063342
G1700330,1940,Crawford,21294
G1700350,1940,Cumberland,11698
G1700370,1940,DeKalb,34388
G1700390,1940,De Witt,18244
G1700410,1940,Douglas,17590
G1700430,1940,Dupage,103480
G1700450,1940,Edgar,24430
G1700470,1940,Edwards,8974
G1700490,1940,Effingham,22034
G1700510,1940,Fayette,29159
G1700530,1940,Ford,15007
G1700550,1940,Franklin,53137
G1700570,1940,Fulton,44627
G1700590,1940,Gallatin,11414
G1700610,1940,Greene,20292
G1700630,1940,Grundy,18398
G1700650,1940,Hamilton,13454
G1700670,1940,Hancock,26297
G1700690,1940,Hardin,7759
G1700710,1940,Henderson,8949
G1700730,1940,Henry,43798
G1700750,1940,Iroquois,32496
G1700770,1940,Jackson,37920
G1700790,1940,Jasper,13431
G1700810,1940,Jefferson,34375
G1700830,1940,Jersey,13636
G1700850,1940,Jo Daviess,19989
G1700870,1940,Johnson,10727
G1700890,1940,Kane,130206
G1700910,1940,Kankakee,60877
G1700930,1940,Kendall,11105
G1700950,1940,Knox,52250
G1700970,1940,Lake,121094
G1700990,1940,La Salle,97801
G1701010,1940,Lawrence,21075
G1701030,1940,Lee,34604
G1701050,1940,Livingston,38838
G1701070,1940,Logan,29438
G1701090,1940,McDonough,26944
G1701110,1940,McHenry,37311
G1701130,1940,McLean,73930
G1701150,1940,Macon,84693
G1701170,1940,Macoupin,46304
G1701190,1940,Madison,149349
G1701210,1940,Marion,47989
G1701230,1940,Marshall,13179
G1701250,1940,Mason,15358
G1701270,1940,Massac,14937
G1701290,1940,Menard,10663
G1701310,1940,Mercer,17701
G1701330,1940,Monroe,12754
G1701350,1940,Montgomery,34499
G1701370,1940,Morgan,36378
G1701390,1940,Moultrie,13477
G1701410,1940,Ogle,29869
G1701430,1940,Peoria,153374
G1701450,1940,Perry,23438
G1701470,1940,Piatt,14659
G1701490,1940,Pike,25340
G1701510,1940,Pope,7999
G1701530,1940,Pulaski,15875
G1701550,1940,Putnam,5289
G1701570,1940,Randolph,33608
G1701590,1940,Richland,17137
G1701610,1940,Rock Island,113323
G1701630,1940,St Clair,166899
G1701650,1940,Saline,38066
G1701670,1940,Sangamon,117912
G1701690,1940,Schuyler,11430
G1701710,1940,Scott,8176
G1701730,1940,Shelby,26290
G1701750,1940,Stark,8881
G1701770,1940,Stephenson,40646
G1701790,1940,Tazewell,58362
G1701810,1940,Union,21528
G1701830,1940,Vermilion,86791
G1701850,1940,Wabash,13724
G1701870,1940,Warren,21286
G1701890,1940,Washington,15801
G1701910,1940,Wayne,22092
G1701930,1940,White,20027
G1701950,1940,Whiteside,43338
G1701970,1940,Will,114210
G1701990,1940,Williamson,51424
G1702010,1940,Winnebago,121178
G1702030,1940,Woodford,19124
G1800010,1940,Adams,21254
G1800030,1940,Allen,155084
G1800050,1940,Bartholomew,28276
G1800070,1940,Benton,11117
G1800090,1940,Blackford,13783
G1800110,1940,Boone,22081
G1800130,1940,Brown,6189
G1800150,1940,Carroll,15410
G1800170,1940,Cass,36908
G1800190,1940,Clark,31020
G1800210,1940,Clay,25365
G1800230,1940,Clinton,28411
G1800250,1940,Crawford,10171
G1800270,1940,Daviess,26163
G1800290,1940,Dearborn,23053
G1800310,1940,Decatur,17722
G1800330,1940,DeKalb,24756
G1800350,1940,Delaware,74963
G1800370,1940,Dubois,22579
G1800390,1940,Elkhart,72634
G1800410,1940,Fayette,19411
G1800430,1940,Floyd,35061
G1800450,1940,Fountain,18299
G1800470,1940,Franklin,14412
G1800490,1940,Fulton,15577
G1800510,1940,Gibson,30709
G1800530,1940,Grant,55813
G1800550,1940,Greene,31330
G1800570,1940,Hamilton,24614
G1800590,1940,Hancock,17302
G1800610,1940,Harrison,17106
G1800630,1940,Hendricks,20151
G1800650,1940,Henry,40208
G1800670,1940,Howard,47752
G1800690,1940,Huntington,29931
G1800710,1940,Jackson,26612
G1800730,1940,Jasper,14397
G1800750,1940,Jay,22601
G1800770,1940,Jefferson,19912
G1800790,1940,Jennings,13680
G1800810,1940,Johnson,22493
G1800830,1940,Knox,43973
G1800850,1940,Kosciusko,29561
G1800870,1940,Lagrange,14352
G1800890,1940,Lake,293195
G1800910,1940,LaPorte,63660
G1800930,1940,Lawrence,35045
G1800950,1940,Madison,88575
G1800970,1940,Marion,460926
G1800990,1940,Marshall,25935
G1801010,1940,Martin,10300
G1801030,1940,Miami,27926
G1801050,1940,Monroe,36534
G1801070,1940,Montgomery,27231
G1801090,1940,Morgan,19801
G1801110,1940,Newton,10775
G1801130,1940,Noble,22776
G1801150,1940,Ohio,3782
G1801170,1940,Orange,17311
G1801190,1940,Owen,12090
G1801210,1940,Parke,17358
G1801230,1940,Perry,17770
G1801250,1940,Pike,17045
G1801270,1940,Porter,27836
G1801290,1940,Posey,19183
G1801310,1940,Pulaski,12056
G1801330,1940,Putnam,20839
G1801350,1940,Randolph,26766
G1801370,1940,Ripley,18898
G1801390,1940,Rush,18927
G1801410,1940,St Joseph,161823
G1801430,1940,Scott,8978
G1801450,1940,Shelby,25953
G1801470,1940,Spencer,16211
G1801490,1940,Starke,12258
G1801510,1940,Steuben,13740
G1801530,1940,Sullivan,27014
G1801550,1940,Switzerland,8167
G1801570,1940,Tippecanoe,51020
G1801590,1940,Tipton,15135
G1801610,1940,Union,6017
G1801630,1940,Vanderburgh,130783
G1801650,1940,Vermillion,21787
G1801670,1940,Vigo,99709
G1801690,1940,Wabash,26601
G1801710,1940,Warren,9055
G1801730,1940,Warrick,19435
G1801750,1940,Washington,17008
G1801770,1940,Wayne,59229
G1801790,1940,Wells,19099
G1801810,1940,White,17037
G1801830,1940,Whitley,17001
G1900010,1940,Adair,13196
G1900030,1940,Adams,10156
G1900050,1940,Allamakee,17184
G1900070,1940,Appanoose,24245
G1900090,1940,Audubon,11790
G1900110,1940,Benton,22879
G1900130,1940,Black Hawk,79946
G1900150,1940,Boone,29782
G1900170,1940,Bremer,17932
G1900190,1940,Buchanan,20991
G1900210,1940,Buena Vista,19838
G1900230,1940,Butler,17986
G1900250,1940,Calhoun,17584
G1900270,1940,Carroll,22770
G1900290,1940,Cass,18647
G1900310,1940,Cedar,16884
G1900330,1940,Cerro Gordo,43845
G1900350,1940,Cherokee,19258
G1900370,1940,Chickasaw,15227
G1900390,1940,Clarke,10233
G1900410,1940,Clay,17762
G1900430,1940,Clayton,24334
G1900450,1940,Clinton,44722
G1900470,1940,Crawford,20538
G1900490,1940,Dallas,24649
G1900510,1940,Davis,11136
G1900530,1940,Decatur,14012
G1900550,1940,Delaware,18487
G1900570,1940,Des Moines,36804
G1900590,1940,Dickinson,12185
G1900610,1940,Dubuque,63768
G1900630,1940,Emmet,13406
G1900650,1940,Fayette,29151
G1900670,1940,Floyd,20169
G1900690,1940,Franklin,16379
G1900710,1940,Fremont,14645
G1900730,1940,Greene,16599
G1900750,1940,Grundy,13518
G1900770,1940,Guthrie,17210
G1900790,1940,Hamilton,19922
G1900810,1940,Hancock,15402
G1900830,1940,Hardin,22530
G1900850,1940,Harrison,22767
G1900870,1940,Henry,17994
G1900890,1940,Howard,13531
G1900910,1940,Humboldt,13459
G1900930,1940,Ida,11047
G1900950,1940,Iowa,17016
G1900970,1940,Jackson,19181
G1900990,1940,Jasper,31496
G1901010,1940,Jefferson,15762
G1901030,1940,Johnson,33191
G1901050,1940,Jones,19950
G1901070,1940,Keokuk,18406
G1901090,1940,Kossuth,26630
G1901110,1940,Lee,41074
G1901130,1940,Linn,89142
G1901150,1940,Louisa,11384
G1901170,1940,Lucas,14571
G1901190,1940,Lyon,15374
G1901210,1940,Madison,14525
G1901230,1940,Mahaska,26485
G1901250,1940,Marion,27019
G1901270,1940,Marshall,35406
G1901290,1940,Mills,15064
G1901310,1940,Mitchell,14121
G1901330,1940,Monona,18238
G1901350,1940,Monroe,14553
G1901370,1940,Montgomery,15697
G1901390,1940,Muscatine,31296
G1901410,1940,O Brien,19293
G1901430,1940,Osceola,10607
G1901450,1940,Page,24887
G1901470,1940,Palo Alto,16170
G1901490,1940,Plymouth,23502
G1901510,1940,Pocahontas,16266
G1901530,1940,Polk,195835
G1901550,1940,Pottawattamie,66756
G1901570,1940,Poweshiek,18758
G1901590,1940,Ringgold,11137
G1901610,1940,Sac,17639
G1901630,1940,Scott,84748
G1901650,1940,Shelby,16720
G1901670,1940,Sioux,27209
G1901690,1940,Story,33434
G1901710,1940,Tama,22428
G1901730,1940,Taylor,14258
G1901750,1940,Union,16280
G1901770,1940,Van Buren,12053
G1901790,1940,Wapello,44280
G1901810,1940,Warren,17695
G1901830,1940,Washington,20055
G1901850,1940,Wayne,13308
G1901870,1940,Webster,41521
G1901890,1940,Winnebago,13972
G1901910,1940,Winneshiek,22263
G1901930,1940,Woodbury,103627
G1901950,1940,Worth,11449
G1901970,1940,Wright,20038
G2000010,1940,Allen,19874
G2000030,1940,Anderson,11658
G2000050,1940,Atchison,22222
G2000070,1940,Barber,9073
G2000090,1940,Barton,25010
G2000110,1940,Bourbon,20944
G2000130,1940,Brown,17395
G2000150,1940,Butler,32013
