GISJOIN,YEAR,COUNTY,POPULATION
G2000170,1940,Chase,6345
G2000190,1940,Chautauqua,9233
G2000210,1940,Cherokee,29817
G2000230,1940,Cheyenne,6221
G2000250,1940,Clark,4081
G2000270,1940,Clay,13281
G2000290,1940,Cloud,17247
G2000310,1940,Coffey,12278
G2000330,1940,Comanche,4412
G2000350,1940,Cowley,38139
G2000370,1940,Crawford,44191
G2000390,1940,Decatur,7434
G2000410,1940,Dickinson,22929
G2000430,1940,Doniphan,12936
G2000450,1940,Douglas,25171
G2000470,1940,Edwards,6377
G2000490,1940,Elk,8180
G2000510,1940,Ellis,17508
G2000530,1940,Ellsworth,9855
G2000550,1940,Finney,10092
G2000570,1940,Ford,17254
G2000590,1940,Franklin,20889
G2000610,1940,Geary,15222
G2000630,1940,Gove,4793
G2000650,1940,Graham,6071
G2000670,1940,Grant,1946
G2000690,1940,Gray,4773
G2000710,1940,Greeley,1638
G2000730,1940,Greenwood,16495
G2000750,1940,Hamilton,2645
G2000770,1940,Harper,12068
G2000790,1940,Harvey,21712
G2000810,1940,Haskell,2088
G2000830,1940,Hodgeman,3535
G2000850,1940,Jackson,13382
G2000870,1940,Jefferson,12718
G2000890,1940,Jewell,11970
G2000910,1940,Johnson,33327
G2000930,1940,Kearny,2525
G2000950,1940,Kingman,12001
G2000970,1940,Kiowa,5112
G2000990,1940,Labette,30352
G2001010,1940,Lane,2821
G2001030,1940,Leavenworth,41112
G2001050,1940,Lincoln,8338
G2001070,1940,Linn,11969
G2001090,1940,Logan,3688
G2001110,1940,Lyon,26424
G2001130,1940,McPherson,24152
G2001150,1940,Marion,18951
G2001170,1940,Marshall,20986
G2001190,1940,Meade,5522
G2001210,1940,Miami,19489
G2001230,1940,Mitchell,11339
G2001250,1940,Montgomery,49729
G2001270,1940,Morris,10363
G2001290,1940,Morton,2186
G2001310,1940,Nemaha,16761
G2001330,1940,Neosho,22210
G2001350,1940,Ness,6864
G2001370,1940,Norton,9831
G2001390,1940,Osage,15118
G2001410,1940,Osborne,9835
G2001430,1940,Ottawa,9224
G2001450,1940,Pawnee,10300
G2001470,1940,Phillips,10435
G2001490,1940,Pottawatomie,14015
G2001510,1940,Pratt,12348
G2001530,1940,Rawlins,6618
G2001550,1940,Reno,52165
G2001570,1940,Republic,13124
G2001590,1940,Rice,17213
G2001610,1940,Riley,20617
G2001630,1940,Rooks,8497
G2001650,1940,Rush,8285
G2001670,1940,Russell,13464
G2001690,1940,Saline,29535
G2001710,1940,Scott,3773
G2001730,1940,Sedgwick,143311
G2001750,1940,Seward,6540
G2001770,1940,Shawnee,91247
G2001790,1940,Sheridan,5312
G2001810,1940,Sherman,6421
G2001830,1940,Smith,10582
G2001850,1940,Stafford,10487
G2001870,1940,Stanton,1443
G2001890,1940,Stevens,3193
G2001910,1940,Sumner,26163
G2001930,1940,Thomas,6425
G2001950,1940,Trego,5822
G2001970,1940,Wabaunsee,9219
G2001990,1940,Wallace,2216
G2002010,1940,Washington,15921
G2002030,1940,Wichita,2185
G2002050,1940,Wilson,17723
G2002070,1940,Woodson,8014
G2002090,1940,Wyandotte,145071
G2100010,1940,Adair,18566
G2100030,1940,Allen,15496
G2100050,1940,Anderson,8936
G2100070,1940,Ballard,9480
G2100090,1940,Barren,27559
G2100110,1940,Bath,11451
G2100130,1940,Bell,43812
G2100150,1940,Boone,10820
G2100170,1940,Bourbon,17932
G2100190,1940,Boyd,45938
G2100210,1940,Boyle,17075
G2100230,1940,Bracken,9389
G2100250,1940,Breathitt,23946
G2100270,1940,Breckinridge,17744
G2100290,1940,Bullitt,9511
G2100310,1940,Butler,14371
G2100330,1940,Caldwell,14499
G2100350,1940,Calloway,19041
G2100370,1940,Campbell,71918
G2100390,1940,Carlisle,7650
G2100410,1940,Carroll,8657
G2100430,1940,Carter,25545
G2100450,1940,Casey,19962
G2100470,1940,Christian,36129
G2100490,1940,Clark,17988
G2100510,1940,Clay,23901
G2100530,1940,Clinton,10279
G2100550,1940,Crittenden,12115
G2100570,1940,Cumberland,11923
G2100590,1940,Daviess,52335
G2100610,1940,Edmonson,11344
G2100630,1940,Elliott,8713
G2100650,1940,Estill,17978
G2100670,1940,Fayette,78899
G2100690,1940,Fleming,13327
G2100710,1940,Floyd,52986
G2100730,1940,Franklin,23308
G2100750,1940,Fulton,15413
G2100770,1940,Gallatin,4307
G2100790,1940,Garrard,11910
G2100810,1940,Grant,9876
G2100830,1940,Graves,31763
G2100850,1940,Grayson,17562
G2100870,1940,Green,12321
G2100890,1940,Greenup,24917
G2100910,1940,Hancock,6807
G2100930,1940,Hardin,29108
G2100950,1940,Harlan,75275
G2100970,1940,Harrison,15124
G2100990,1940,Hart,17239
G2101010,1940,Henderson,27020
G2101030,1940,Henry,12220
G2101050,1940,Hickman,9142
G2101070,1940,Hopkins,37789
G2101090,1940,Jackson,16339
G2101110,1940,Jefferson,385392
G2101130,1940,Jessamine,12174
G2101150,1940,Johnson,25771
G2101170,1940,Kenton,93139
G2101190,1940,Knott,20007
G2101210,1940,Knox,31029
G2101230,1940,Larue,9622
G2101250,1940,Laurel,25640
G2101270,1940,Lawrence,17275
G2101290,1940,Lee,10860
G2101310,1940,Leslie,14981
G2101330,1940,Letcher,40592
G2101350,1940,Lewis,15686
G2101370,1940,Lincoln,19859
G2101390,1940,Livingston,9127
G2101410,1940,Logan,23345
G2101430,1940,Lyon,9067
G2101450,1940,McCracken,48534
G2101470,1940,McCreary,16451
G2101490,1940,McLean,11446
G2101510,1940,Madison,28541
G2101530,1940,Magoffin,17490
G2101550,1940,Marion,16913
G2101570,1940,Marshall,16602
G2101590,1940,Martin,10970
G2101610,1940,Mason,19066
G2101630,1940,Meade,8827
G2101650,1940,Menifee,5691
G2101670,1940,Mercer,14629
G2101690,1940,Metcalfe,10853
G2101710,1940,Monroe,14070
G2101730,1940,Montgomery,12280
G2101750,1940,Morgan,16827
G2101770,1940,Muhlenberg,37554
G2101790,1940,Nelson,18004
G2101810,1940,Nicholas,8617
G2101830,1940,Ohio,24421
G2101850,1940,Oldham,10716
G2101870,1940,Owen,10942
G2101890,1940,Owsley,8957
G2101910,1940,Pendleton,10392
G2101930,1940,Perry,47828
G2101950,1940,Pike,71122
G2101970,1940,Powell,7671
G2101990,1940,Pulaski,39863
G2102010,1940,Robertson,3419
G2102030,1940,Rockcastle,17165
G2102050,1940,Rowan,12734
G2102070,1940,Russell,13615
G2102090,1940,Scott,14314
G2102110,1940,Shelby,17759
G2102130,1940,Simpson,11752
G2102150,1940,Spencer,6757
G2102170,1940,Taylor,13556
G2102190,1940,Todd,14234
G2102210,1940,Trigg,12784
G2102230,1940,Trimble,5601
G2102250,1940,Union,17411
G2102270,1940,Warren,36631
G2102290,1940,Washington,12965
G2102310,1940,Wayne,17204
G2102330,1940,Webster,19198
G2102350,1940,Whitley,33186
G2102370,1940,Wolfe,9997
G2102390,1940,Woodford,11847
G2200010,1940,Acadia,46260
G2200030,1940,Allen,17540
G2200050,1940,Ascension,21215
G2200070,1940,Assumption,18541
G2200090,1940,Avoyelles,39256
G2200110,1940,Beauregard,14847
G2200130,1940,Bienville,23933
G2200150,1940,Bossier,33162
G2200170,1940,Caddo,150203
G2200190,1940,Calcasieu,56506
G2200210,1940,Caldwell,12046
G2200230,1940,Cameron,7203
G2200250,1940,Catahoula,14618
G2200270,1940,Claiborne,29855
G2200290,1940,Concordia,14562
G2200310,1940,De Soto,31803
G2200330,1940,East Baton Rouge,88415
G2200350,1940,East Carroll,19023
G2200370,1940,East Feliciana,18039
G2200390,1940,Evangeline,30497
G2200410,1940,Franklin,32382
G2200430,1940,Grant,15933
G2200450,1940,Iberia,37183
G2200470,1940,Iberville,27721
G2200490,1940,Jackson,17807
G2200510,1940,Jefferson,50427
G2200530,1940,Jefferson Davis,24191
G2200550,1940,Lafayette,43941
G2200570,1940,Lafourche,38615
G2200590,1940,La Salle,10959
G2200610,1940,Lincoln,24790
G2200630,1940,Livingston,17790
G2200650,1940,Madison,18443
G2200670,1940,Morehouse,27571
G2200690,1940,Natchitoches,40997
G2200710,1940,Orleans,494537
G2200730,1940,Ouachita,59168
G2200750,1940,Plaquemines,12318
G2200770,1940,Pointe Coupee,24004
G2200790,1940,Rapides,73370
G2200810,1940,Red River,15881
G2200830,1940,Richland,28829
G2200850,1940,Sabine,23586
G2200870,1940,St Bernard,7280
G2200890,1940,St Charles,12321
G2200910,1940,St Helena,9542
G2200930,1940,St James,16596
G2200950,1940,St John The Baptist,14766
G2200970,1940,St Landry,71481
G2200990,1940,St Martin,26394
G2201010,1940,St Mary,31458
G2201030,1940,St Tammany,23624
G2201050,1940,Tangipahoa,45519
G2201070,1940,Tensas,15940
G2201090,1940,Terrebonne,35880
G2201110,1940,Union,20943
G2201130,1940,Vermilion,37750
G2201150,1940,Vernon,19142
G2201170,1940,Washington,34443
G2201190,1940,Webster,33676
G2201210,1940,West Baton Rouge,11263
G2201230,1940,West Carroll,19252
G2201250,1940,West Feliciana,11720
G2201270,1940,Winn,16923
G2300010,1940,Androscoggin,76679
G2300030,1940,Aroostook,94436
G2300050,1940,Cumberland,146000
G2300070,1940,Franklin,19896
G2300090,1940,Hancock,32422
G2300110,1940,Kennebec,77231
G2300130,1940,Knox,27191
G2300150,1940,Lincoln,16294
G2300170,1940,Oxford,42662
G2300190,1940,Penobscot,97104
G2300210,1940,Piscataquis,18467
G2300230,1940,Sagadahoc,19123
G2300250,1940,Somerset,38245
G2300270,1940,Waldo,21159
G2300290,1940,Washington,37767
G2300310,1940,York,82550
G2400010,1940,Allegany,86973
G2400030,1940,Anne Arundel,68375
G2400050,1940,Baltimore,155825
G2400090,1940,Calvert,10484
G2400110,1940,Caroline,17549
G2400130,1940,Carroll,39054
G2400150,1940,Cecil,26407
G2400170,1940,Charles,17612
G2400190,1940,Dorchester,28006
G2400210,1940,Frederick,57312
G2400230,1940,Garrett,21981
G2400250,1940,Harford,35060
G2400270,1940,Howard,17175
G2400290,1940,Kent,13465
G2400310,1940,Montgomery,83912
G2400330,1940,Prince Georges,89490
G2400350,1940,Queen Anne's,14476
G2400370,1940,St Mary's,14626
G2400390,1940,Somerset,20965
G2400410,1940,Talbot,18784
G2400430,1940,Washington,68838
G2400450,1940,Wicomico,34530
G2400470,1940,Worcester,21245
G2405100,1940,Baltimore City,859100
G2500010,1940,Barnstable,37295
G2500030,1940,Berkshire,122273
G2500050,1940,Bristol,364637
G2500070,1940,Dukes,5669
G2500090,1940,Essex,496313
G2500110,1940,Franklin,49453
G2500130,1940,Hampden,332107
G2500150,1940,Hampshire,72461
G2500170,1940,Middlesex,971390
G2500190,1940,Nantucket,3401
G2500210,1940,Norfolk,325180
G2500230,1940,Plymouth,168824
G2500250,1940,Suffolk,863248
G2500270,1940,Worcester,504470
G2600010,1940,Alcona,5463
G2600030,1940,Alger,10167
G2600050,1940,Allegan,41839
G2600070,1940,Alpena,20766
G2600090,1940,Antrim,10964
G2600110,1940,Arenac,9233
G2600130,1940,Baraga,9356
G2600150,1940,Barry,22613
G2600170,1940,Bay,74981
G2600190,1940,Benzie,7800
G2600210,1940,Berrien,89117
G2600230,1940,Branch,25845
G2600250,1940,Calhoun,94206
G2600270,1940,Cass,21910
G2600290,1940,Charlevoix,13031
G2600310,1940,Cheboygan,13644
G2600330,1940,Chippewa,27807
G2600350,1940,Clare,9163
G2600370,1940,Clinton,26671
G2600390,1940,Crawford,3765
G2600410,1940,Delta,34037
G2600430,1940,Dickinson,28731
G2600450,1940,Eaton,34124
G2600470,1940,Emmet,15791
G2600490,1940,Genesee,227944
G2600510,1940,Gladwin,9385
G2600530,1940,Gogebic,31797
G2600550,1940,Grand Traverse,23390
G2600570,1940,Gratiot,32205
G2600590,1940,Hillsdale,29092
G2600610,1940,Houghton,47631
G2600630,1940,Huron,32584
G2600650,1940,Ingham,130616
G2600670,1940,Ionia,35710
G2600690,1940,Iosco,8560
G2600710,1940,Iron,20243
G2600730,1940,Isabella,25982
G2600750,1940,Jackson,93108
G2600770,1940,Kalamazoo,100085
G2600790,1940,Kalkaska,5159
G2600810,1940,Kent,246338
G2600830,1940,Keweenaw,4004
G2600850,1940,Lake,4798
G2600870,1940,Lapeer,32116
G2600890,1940,Leelanau,8436
G2600910,1940,Lenawee,53110
G2600930,1940,Livingston,20863
G2600950,1940,Luce,7423
G2600970,1940,Mackinac,9438
G2600990,1940,Macomb,107638
G2601010,1940,Manistee,18450
G2601030,1940,Marquette,47144
G2601050,1940,Mason,19378
G2601070,1940,Mecosta,16902
G2601090,1940,Menominee,24883
G2601110,1940,Midland,27094
G2601130,1940,Missaukee,8034
G2601150,1940,Monroe,58620
G2601170,1940,Montcalm,28581
G2601190,1940,Montmorency,3840
G2601210,1940,Muskegon,94501
G2601230,1940,Newaygo,19286
G2601250,1940,Oakland,254068
G2601270,1940,Oceana,14812
G2601290,1940,Ogemaw,8720
G2601310,1940,Ontonagon,11359
G2601330,1940,Osceola,13309
G2601350,1940,Oscoda,2543
G2601370,1940,Otsego,5827
G2601390,1940,Ottawa,59660
G2601410,1940,Presque Isle,12250
G2601430,1940,Roscommon,3668
G2601450,1940,Saginaw,130468
G2601470,1940,St Clair,76222
G2601490,1940,St Joseph,31749
G2601510,1940,Sanilac,30114
G2601530,1940,Schoolcraft,9524
G2601550,1940,Shiawassee,41207
G2601570,1940,Tuscola,35694
G2601590,1940,Van Buren,35111
G2601610,1940,Washtenaw,80810
G2601630,1940,Wayne,2015623
G2601650,1940,Wexford,17976
G2700010,1940,Aitkin,17865
G2700030,1940,Anoka,22443
G2700050,1940,Becker,26562
G2700070,1940,Beltrami,26107
G2700090,1940,Benton,16106
G2700110,1940,Big Stone,10447
G2700130,1940,Blue Earth,36203
G2700150,1940,Brown,25544
G2700170,1940,Carlton,24212
G2700190,1940,Carver,17606
G2700210,1940,Cass,20646
G2700230,1940,Chippewa,16927
G2700250,1940,Chisago,13124
G2700270,1940,Clay,25337
G2700290,1940,Clearwater,11153
G2700310,1940,Cook,3030
G2700330,1940,Cottonwood,16143
G2700350,1940,Crow Wing,30226
G2700370,1940,Dakota,39660
G2700390,1940,Dodge,12931
G2700410,1940,Douglas,20369
G2700430,1940,Faribault,23941
G2700450,1940,Fillmore,25830
G2700470,1940,Freeborn,31780
G2700490,1940,Goodhue,31564
G2700510,1940,Grant,9828
G2700530,1940,Hennepin,568899
G2700550,1940,Houston,14735
G2700570,1940,Hubbard,11085
G2700590,1940,Isanti,12950
G2700610,1940,Itasca,32996
G2700630,1940,Jackson,16805
G2700650,1940,Kanabec,9651
G2700670,1940,Kandiyohi,26524
G2700690,1940,Kittson,10717
G2700710,1940,Koochiching,16930
G2700730,1940,Lac Qui Parle,15509
G2700750,1940,Lake,6956
G2700770,1940,Lake Of The Woods,5975
G2700790,1940,Le Sueur,19227
G2700810,1940,Lincoln,10797
G2700830,1940,Lyon,21569
G2700850,1940,McLeod,21380
G2700870,1940,Mahnomen,8054
G2700890,1940,Marshall,18364
G2700910,1940,Martin,24656
G2700930,1940,Meeker,19277
G2700950,1940,Mille Lacs,15558
G2700970,1940,Morrison,27473
G2700990,1940,Mower,36113
G2701010,1940,Murray,15060
G2701030,1940,Nicollet,18282
G2701050,1940,Nobles,21215
G2701070,1940,Norman,14746
G2701090,1940,Olmsted,42658
G2701110,1940,Otter Tail,53192
G2701130,1940,Pennington,12913
G2701150,1940,Pine,21478
G2701170,1940,Pipestone,13794
G2701190,1940,Polk,37734
G2701210,1940,Pope,13544
G2701230,1940,Ramsey,309935
G2701250,1940,Red Lake,7413
G2701270,1940,Redwood,22290
G2701290,1940,Renville,24625
G2701310,1940,Rice,32160
G2701330,1940,Rock,10933
G2701350,1940,Roseau,15103
G2701370,1940,St Louis,206917
G2701390,1940,Scott,15585
G2701410,1940,Sherburne,10456
G2701430,1940,Sibley,16625
G2701450,1940,Stearns,67200
G2701470,1940,Steele,19749
G2701490,1940,Stevens,11039
G2701510,1940,Swift,15469
G2701530,1940,Todd,27438
G2701550,1940,Traverse,8283
G2701570,1940,Wabasha,17653
G2701590,1940,Wadena,12772
G2701610,1940,Waseca,15186
G2701630,1940,Washington,26430
G2701650,1940,Watonwan,13902
G2701670,1940,Wilkin,10475
G2701690,1940,Winona,37795
G2701710,1940,Wright,27550
G2701730,1940,Yellow Medicine,16917
G2800010,1940,Adams,27238
G2800030,1940,Alcorn,26969
G2800050,1940,Amite,21892
G2800070,1940,Attala,30227
G2800090,1940,Benton,10429
G2800110,1940,Bolivar,67574
G2800130,1940,Calhoun,20893
G2800150,1940,Carroll,20651
G2800170,1940,Chickasaw,21427
G2800190,1940,Choctaw,13548
G2800210,1940,Claiborne,12810
G2800230,1940,Clarke,20596
G2800250,1940,Clay,19030
G2800270,1940,Coahoma,48333
G2800290,1940,Copiah,33974
G2800310,1940,Covington,17030
G2800330,1940,DeSoto,26663
G2800350,1940,Forrest,34901
G2800370,1940,Franklin,12504
G2800390,1940,George,8704
G2800410,1940,Greene,9512
G2800430,1940,Grenada,19052
G2800450,1940,Hancock,11328
G2800470,1940,Harrison,50799
G2800490,1940,Hinds,107273
G2800510,1940,Holmes,39710
G2800530,1940,Humphreys,26257
G2800550,1940,Issaquena,6433
G2800570,1940,Itawamba,19922
G2800590,1940,Jackson,20601
G2800610,1940,Jasper,19484
G2800630,1940,Jefferson,13969
G2800650,1940,Jefferson Davis,15869
G2800670,1940,Jones,49227
G2800690,1940,Kemper,21867
G2800710,1940,Lafayette,21257
G2800730,1940,Lamar,12096
G2800750,1940,Lauderdale,58247
G2800770,1940,Lawrence,13983
G2800790,1940,Leake,24570
G2800810,1940,Lee,38838
G2800830,1940,Leflore,53406
G2800850,1940,Lincoln,27506
G2800870,1940,Lowndes,35245
G2800890,1940,Madison,37504
G2800910,1940,Marion,24085
G2800930,1940,Marshall,25522
G2800950,1940,Monroe,37648
G2800970,1940,Montgomery,15703
G2800990,1940,Neshoba,27882
G2801010,1940,Newton,24249
G2801030,1940,Noxubee,25669
G2801050,1940,Oktibbeha,22151
G2801070,1940,Panola,34421
G2801090,1940,Pearl River,19125
G2801110,1940,Perry,9292
G2801130,1940,Pike,35002
G2801150,1940,Pontotoc,22904
G2801170,1940,Prentiss,20921
G2801190,1940,Quitman,27191
G2801210,1940,Rankin,27934
G2801230,1940,Scott,23144
G2801250,1940,Sharkey,15433
G2801270,1940,Simpson,22024
G2801290,1940,Smith,19403
G2801310,1940,Stone,6155
G2801330,1940,Sunflower,61007
G2801350,1940,Tallahatchie,34166
G2801370,1940,Tate,19309
G2801390,1940,Tippah,19680
G2801410,1940,Tishomingo,16974
G2801430,1940,Tunica,22610
G2801450,1940,Union,21867
G2801470,1940,Walthall,17534
G2801490,1940,Warren,39595
G2801510,1940,Washington,67576
G2801530,1940,Wayne,16928
G2801550,1940,Webster,14160
G2801570,1940,Wilkinson,15955
G2801590,1940,Winston,22751
G2801610,1940,Yalobusha,18387
G2801630,1940,Yazoo,40091
G2900010,1940,Adair,20246
G2900030,1940,Andrew,13015
G2900050,1940,Atchison,12897
G2900070,1940,Audrain,22673
G2900090,1940,Barry,23546
G2900110,1940,Barton,14148
G2900130,1940,Bates,19531
G2900150,1940,Benton,11142
G2900170,1940,Bollinger,12898
G2900190,1940,Boone,34991
G2900210,1940,Buchanan,94067
G2900230,1940,Butler,34276
G2900250,1940,Caldwell,11629
G2900270,1940,Callaway,23094
G2900290,1940,Camden,8971
G2900310,1940,Cape Girardeau,37775
G2900330,1940,Carroll,17814
G2900350,1940,Carter,6226
G2900370,1940,Cass,19534
G2900390,1940,Cedar,11697
G2900410,1940,Chariton,18084
G2900430,1940,Christian,13538
G2900450,1940,Clark,10166
G2900470,1940,Clay,30417
G2900490,1940,Clinton,13261
G2900510,1940,Cole,34912
G2900530,1940,Cooper,18075
G2900550,1940,Crawford,12693
G2900570,1940,Dade,11248
G2900590,1940,Dallas,11523
G2900610,1940,Daviess,13398
G2900630,1940,DeKalb,9751
G2900650,1940,Dent,11763
G2900670,1940,Douglas,15600
G2900690,1940,Dunklin,44957
G2900710,1940,Franklin,33868
G2900730,1940,Gasconade,12414
G2900750,1940,Gentry,13359
G2900770,1940,Greene,90541
G2900790,1940,Grundy,15716
G2900810,1940,Harrison,16525
G2900830,1940,Henry,22313
G2900850,1940,Hickory,6506
G2900870,1940,Holt,12476
G2900890,1940,Howard,13026
G2900910,1940,Howell,22270
G2900930,1940,Iron,10440
G2900950,1940,Jackson,477828
G2900970,1940,Jasper,78705
G2900990,1940,Jefferson,32023
G2901010,1940,Johnson,21617
G2901030,1940,Knox,8878
G2901050,1940,Laclede,18718
G2901070,1940,Lafayette,27856
G2901090,1940,Lawrence,24637
G2901110,1940,Lewis,11490
G2901130,1940,Lincoln,14395
G2901150,1940,Linn,21416
G2901170,1940,Livingston,18000
G2901190,1940,McDonald,15749
G2901210,1940,Macon,21396
G2901230,1940,Madison,9656
G2901250,1940,Maries,8638
G2901270,1940,Marion,31576
G2901290,1940,Mercer,8766
G2901310,1940,Miller,14798
G2901330,1940,Mississippi,23149
G2901350,1940,Moniteau,11775
G2901370,1940,Monroe,13195
G2901390,1940,Montgomery,12442
G2901410,1940,Morgan,11140
G2901430,1940,New Madrid,39787
G2901450,1940,Newton,29039
G2901470,1940,Nodaway,25556
G2901490,1940,Oregon,13390
G2901510,1940,Osage,12375
G2901530,1940,Ozark,10766
G2901550,1940,Pemiscot,46857
G2901570,1940,Perry,15358
G2901590,1940,Pettis,33336
G2901610,1940,Phelps,17437
G2901630,1940,Pike,18327
G2901650,1940,Platte,13862
G2901670,1940,Polk,17400
G2901690,1940,Pulaski,10775
G2901710,1940,Putnam,11327
G2901730,1940,Ralls,10040
G2901750,1940,Randolph,24458
G2901770,1940,Ray,18584
G2901790,1940,Reynolds,9370
G2901810,1940,Ripley,12606
G2901830,1940,St Charles,25562
G2901850,1940,St Clair,13146
G2901860,1940,Ste Genevieve,10905
G2901870,1940,St Francois,35950
G2901890,1940,St Louis,274230
G2901950,1940,Saline,29416
G2901970,1940,Schuyler,6627
G2901990,1940,Scotland,8557
G2902010,1940,Scott,30377
G2902030,1940,Shannon,11831
G2902050,1940,Shelby,11224
G2902070,1940,Stoddard,33009
G2902090,1940,Stone,11298
G2902110,1940,Sullivan,13701
G2902130,1940,Taney,10323
G2902150,1940,Texas,19813
G2902170,1940,Vernon,25586
G2902190,1940,Warren,7734
G2902210,1940,Washington,17492
G2902230,1940,Wayne,12794
G2902250,1940,Webster,17226
G2902270,1940,Worth,6345
G2902290,1940,Wright,17967
G2905100,1940,St Louis City,816048
G3000010,1940,Beaverhead,6943
G3000030,1940,Big Horn,10419
G3000050,1940,Blaine,9566
G3000070,1940,Broadwater,3451
G3000090,1940,Carbon,11865
G3000110,1940,Carter,3280
G3000130,1940,Cascade,41999
G3000150,1940,Chouteau,7316
G3000170,1940,Custer,10422
G3000190,1940,Daniels,4563
G3000210,1940,Dawson,8618
G3000230,1940,Deer Lodge,13627
G3000250,1940,Fallon,3719
G3000270,1940,Fergus,14040
G3000290,1940,Flathead,24271
G3000310,1940,Gallatin,18269
G3000330,1940,Garfield,2641
G3000350,1940,Glacier,9034
G3000370,1940,Golden Valley,1607
G3000390,1940,Granite,3401
G3000410,1940,Hill,13304
G3000430,1940,Jefferson,4664
G3000450,1940,Judith Basin,3655
G3000470,1940,Lake,13490
G3000490,1940,Lewis And Clark,22131
G3000510,1940,Liberty,2209
G3000530,1940,Lincoln,7882
G3000550,1940,McCone,3798
G3000570,1940,Madison,7294
G3000590,1940,Meagher,2237
G3000610,1940,Mineral,2135
G3000630,1940,Missoula,29038
G3000650,1940,Musselshell,5717
G3000670,1940,Park,11566
G3000690,1940,Petroleum,1083
G3000710,1940,Phillips,7892
G3000730,1940,Pondera,6716
G3000750,1940,Powder River,3159
G3000770,1940,Powell,6152
G3000790,1940,Prairie,2410
G3000810,1940,Ravalli,12978
G3000830,1940,Richland,10209
G3000850,1940,Roosevelt,9806
G3000870,1940,Rosebud,6477
G3000890,1940,Sanders,6926
G3000910,1940,Sheridan,7814
G3000930,1940,Silver Bow,53207
G3000950,1940,Stillwater,5694
G3000970,1940,Sweet Grass,3719
G3000990,1940,Teton,6922
G3001010,1940,Toole,6769
G3001030,1940,Treasure,1499
G3001050,1940,Valley,15181
G3001070,1940,Wheatland,3286
G3001090,1940,Wibaux,2161
G3001110,1940,Yellowstone,41182
G3001130,1940,Yellowstone National Park,43
G3100010,1940,Adams,24576
G3100030,1940,Antelope,13289
G3100050,1940,Arthur,1045
G3100070,1940,Banner,1403
G3100090,1940,Blaine,1538
G3100110,1940,Boone,12127
G3100130,1940,Box Butte,10736
G3100150,1940,Boyd,6060
G3100170,1940,Brown,5962
G3100190,1940,Buffalo,23655
G3100210,1940,Burt,12546
G3100230,1940,Butler,13106
G3100250,1940,Cass,16992
G3100270,1940,Cedar,15126
G3100290,1940,Chase,5310
G3100310,1940,Cherry,9637
G3100330,1940,Cheyenne,9505
G3100350,1940,Clay,10445
G3100370,1940,Colfax,10627
G3100390,1940,Cuming,13562
G3100410,1940,Custer,22591
G3100430,1940,Dakota,9836
G3100450,1940,Dawes,10128
G3100470,1940,Dawson,17890
G3100490,1940,Deuel,3580
G3100510,1940,Dixon,10413
G3100530,1940,Dodge,23799
G3100550,1940,Douglas,247562
G3100570,1940,Dundy,5122
G3100590,1940,Fillmore,11417
G3100610,1940,Franklin,7740
G3100630,1940,Frontier,6417
G3100650,1940,Furnas,10098
G3100670,1940,Gage,29588
G3100690,1940,Garden,4680
G3100710,1940,Garfield,3444
G3100730,1940,Gosper,3687
G3100750,1940,Grant,1327
G3100770,1940,Greeley,6845
G3100790,1940,Hall,27523
G3100810,1940,Hamilton,9982
G3100830,1940,Harlan,7130
G3100850,1940,Hayes,2958
G3100870,1940,Hitchcock,6404
G3100890,1940,Holt,16552
G3100910,1940,Hooker,1253
G3100930,1940,Howard,8422
G3100950,1940,Jefferson,15532
G3100970,1940,Johnson,8662
G3100990,1940,Kearney,6854
G3101010,1940,Keith,8333
G3101030,1940,Keya Paha,3235
G3101050,1940,Kimball,3913
G3101070,1940,Knox,16478
G3101090,1940,Lancaster,100585
G3101110,1940,Lincoln,25425
G3101130,1940,Logan,1742
G3101150,1940,Loup,1777
G3101170,1940,McPherson,1175
G3101190,1940,Madison,24269
G3101210,1940,Merrick,9354
G3101230,1940,Morrill,9436
G3101250,1940,Nance,7653
G3101270,1940,Nemaha,12781
G3101290,1940,Nuckolls,10446
G3101310,1940,Otoe,18994
G3101330,1940,Pawnee,8514
G3101350,1940,Perkins,5197
G3101370,1940,Phelps,8452
G3101390,1940,Pierce,10211
G3101410,1940,Platte,20191
G3101430,1940,Polk,8748
G3101450,1940,Red Willow,11951
G3101470,1940,Richardson,19178
G3101490,1940,Rock,3977
G3101510,1940,Saline,15010
G3101530,1940,Sarpy,10835
G3101550,1940,Saunders,17892
G3101570,1940,Scotts Bluff,33917
G3101590,1940,Seward,14167
G3101610,1940,Sheridan,9869
G3101630,1940,Sherman,7764
G3101650,1940,Sioux,4001
G3101670,1940,Stanton,6887
G3101690,1940,Thayer,12262
G3101710,1940,Thomas,1553
G3101730,1940,Thurston,10243
G3101750,1940,Valley,8163
G3101770,1940,Washington,11578
G3101790,1940,Wayne,9880
G3101810,1940,Webster,8071
G3101830,1940,Wheeler,2170
G3101850,1940,York,14874
G3200010,1940,Churchill,5317
G3200030,1940,Clark,16414
G3200050,1940,Douglas,2056
G3200070,1940,Elko,10912
G3200090,1940,Esmeralda,1554
G3200110,1940,Eureka,1361
G3200130,1940,Humboldt,4743
G3200150,1940,Lander,1745
G3200170,1940,Lincoln,4130
G3200190,1940,Lyon,4076
G3200210,1940,Mineral,2342
G3200230,1940,Nye,3606
