GISJOIN,YEAR,COUNTY,POPULATION
G3200190,1950,Lyon,3679
G3200210,1950,Mineral,5560
G3200230,1950,Nye,3101
G3200250,1950,Ormsby,4172
G3200270,1950,Pershing,3103
G3200290,1950,Storey,671
G3200310,1950,Washoe,50205
G3200330,1950,White Pine,9424
G3300010,1950,Belknap,26632
G3300030,1950,Carroll,15868
G3300050,1950,Cheshire,38811
G3300070,1950,Coos,35932
G3300090,1950,Grafton,47923
G3300110,1950,Hillsborough,156987
G3300130,1950,Merrimack,63022
G3300150,1950,Rockingham,70059
G3300170,1950,Strafford,51567
G3300190,1950,Sullivan,26441
G3400010,1950,Atlantic,132399
G3400030,1950,Bergen,539139
G3400050,1950,Burlington,135910
G3400070,1950,Camden,300743
G3400090,1950,Cape May,37131
G3400110,1950,Cumberland,88597
G3400130,1950,Essex,905949
G3400150,1950,Gloucester,91727
G3400170,1950,Hudson,647437
G3400190,1950,Hunterdon,42736
G3400210,1950,Mercer,229781
G3400230,1950,Middlesex,264872
G3400250,1950,Monmouth,225327
G3400270,1950,Morris,164371
G3400290,1950,Ocean,56622
G3400310,1950,Passaic,337093
G3400330,1950,Salem,49508
G3400350,1950,Somerset,99052
G3400370,1950,Sussex,34423
G3400390,1950,Union,398138
G3400410,1950,Warren,54374
G3500010,1950,Bernalillo,145673
G3500030,1950,Catron,3533
G3500050,1950,Chaves,40605
G3500070,1950,Colfax,16761
G3500090,1950,Curry,23351
G3500110,1950,De Baca,3464
G3500130,1950,Dona Ana,39557
G3500150,1950,Eddy,40640
G3500170,1950,Grant,21649
G3500190,1950,Guadalupe,6772
G3500210,1950,Harding,3013
G3500230,1950,Hidalgo,5095
G3500250,1950,Lea,30717
G3500270,1950,Lincoln,7409
G3500280,1950,Los Alamos,10476
G3500290,1950,Luna,8753
G3500310,1950,McKinley,27451
G3500330,1950,Mora,8720
G3500350,1950,Otero,14909
G3500370,1950,Quay,13971
G3500390,1950,Rio Arriba,24997
G3500410,1950,Roosevelt,16409
G3500430,1950,Sandoval,12438
G3500450,1950,San Juan,18292
G3500470,1950,San Miguel,26512
G3500490,1950,Santa Fe,38153
G3500510,1950,Sierra,7186
G3500530,1950,Socorro,9670
G3500550,1950,Taos,17146
G3500570,1950,Torrance,8012
G3500590,1950,Union,7372
G3500610,1950,Valencia,22481
G3600010,1950,Albany,239386
G3600030,1950,Allegany,43784
G3600050,1950,Bronx,1451277
G3600070,1950,Broome,184698
G3600090,1950,Cattaraugus,77901
G3600110,1950,Cayuga,70136
G3600130,1950,Chautauqua,135189
G3600150,1950,Chemung,86827
G3600170,1950,Chenango,39138
G3600190,1950,Clinton,53622
G3600210,1950,Columbia,43182
G3600230,1950,Cortland,37158
G3600250,1950,Delaware,44420
G3600270,1950,Dutchess,136781
G3600290,1950,Erie,899238
G3600310,1950,Essex,35086
G3600330,1950,Franklin,44830
G3600350,1950,Fulton,51021
G3600370,1950,Genesee,47584
G3600390,1950,Greene,28745
G3600410,1950,Hamilton,4105
G3600430,1950,Herkimer,61407
G3600450,1950,Jefferson,85521
G3600470,1950,Kings,2738175
G3600490,1950,Lewis,22521
G3600510,1950,Livingston,40257
G3600530,1950,Madison,46214
G3600550,1950,Monroe,487632
G3600570,1950,Montgomery,59594
G3600590,1950,Nassau,672765
G3600610,1950,New York,1960101
G3600630,1950,Niagara,189992
G3600650,1950,Oneida,222855
G3600670,1950,Onondaga,341719
G3600690,1950,Ontario,60172
G3600710,1950,Orange,152255
G3600730,1950,Orleans,29832
G3600750,1950,Oswego,77181
G3600770,1950,Otsego,50763
G3600790,1950,Putnam,20307
G3600810,1950,Queens,1550849
G3600830,1950,Rensselaer,132607
G3600850,1950,Richmond,191555
G3600870,1950,Rockland,89276
G3600890,1950,St Lawrence,98897
G3600910,1950,Saratoga,74869
G3600930,1950,Schenectady,142497
G3600950,1950,Schoharie,22703
G3600970,1950,Schuyler,14182
G3600990,1950,Seneca,29253
G3601010,1950,Steuben,91439
G3601030,1950,Suffolk,276129
G3601050,1950,Sullivan,40731
G3601070,1950,Tioga,30166
G3601090,1950,Tompkins,59122
G3601110,1950,Ulster,92621
G3601130,1950,Warren,39205
G3601150,1950,Washington,47144
G3601170,1950,Wayne,57323
G3601190,1950,Westchester,625816
G3601210,1950,Wyoming,32822
G3601230,1950,Yates,17615
G3700010,1950,Alamance,71220
G3700030,1950,Alexander,14554
G3700050,1950,Alleghany,8155
G3700070,1950,Anson,26781
G3700090,1950,Ashe,21878
G3700110,1950,Avery,13352
G3700130,1950,Beaufort,37134
G3700150,1950,Bertie,26439
G3700170,1950,Bladen,29703
G3700190,1950,Brunswick,19238
G3700210,1950,Buncombe,124403
G3700230,1950,Burke,45518
G3700250,1950,Cabarrus,63783
G3700270,1950,Caldwell,43352
G3700290,1950,Camden,5223
G3700310,1950,Carteret,23059
G3700330,1950,Caswell,20870
G3700350,1950,Catawba,61794
G3700370,1950,Chatham,25392
G3700390,1950,Cherokee,18294
G3700410,1950,Chowan,12540
G3700430,1950,Clay,6006
G3700450,1950,Cleveland,64357
G3700470,1950,Columbus,50621
G3700490,1950,Craven,48823
G3700510,1950,Cumberland,96006
G3700530,1950,Currituck,6201
G3700550,1950,Dare,5405
G3700570,1950,Davidson,62244
G3700590,1950,Davie,15420
G3700610,1950,Duplin,41074
G3700630,1950,Durham,101639
G3700650,1950,Edgecombe,51634
G3700670,1950,Forsyth,146135
G3700690,1950,Franklin,31341
G3700710,1950,Gaston,110836
G3700730,1950,Gates,9555
G3700750,1950,Graham,6886
G3700770,1950,Granville,31793
G3700790,1950,Greene,18024
G3700810,1950,Guilford,191057
G3700830,1950,Halifax,58377
G3700850,1950,Harnett,47605
G3700870,1950,Haywood,37631
G3700890,1950,Henderson,30921
G3700910,1950,Hertford,21453
G3700930,1950,Hoke,15756
G3700950,1950,Hyde,6479
G3700970,1950,Iredell,56303
G3700990,1950,Jackson,19261
G3701010,1950,Johnston,65906
G3701030,1950,Jones,11004
G3701050,1950,Lee,23522
G3701070,1950,Lenoir,45953
G3701090,1950,Lincoln,27459
G3701110,1950,McDowell,25720
G3701130,1950,Macon,16174
G3701150,1950,Madison,20522
G3701170,1950,Martin,27938
G3701190,1950,Mecklenburg,197052
G3701210,1950,Mitchell,15143
G3701230,1950,Montgomery,17260
G3701250,1950,Moore,33129
G3701270,1950,Nash,59919
G3701290,1950,New Hanover,63272
G3701310,1950,Northampton,28432
G3701330,1950,Onslow,42047
G3701350,1950,Orange,34435
G3701370,1950,Pamlico,9993
G3701390,1950,Pasquotank,24347
G3701410,1950,Pender,18423
G3701430,1950,Perquimans,9602
G3701450,1950,Person,24361
G3701470,1950,Pitt,63789
G3701490,1950,Polk,11627
G3701510,1950,Randolph,50804
G3701530,1950,Richmond,39597
G3701550,1950,Robeson,87769
G3701570,1950,Rockingham,64816
G3701590,1950,Rowan,75410
G3701610,1950,Rutherford,46356
G3701630,1950,Sampson,49780
G3701650,1950,Scotland,26336
G3701670,1950,Stanly,37130
G3701690,1950,Stokes,21520
G3701710,1950,Surry,45593
G3701730,1950,Swain,9921
G3701750,1950,Transylvania,15194
G3701770,1950,Tyrrell,5048
G3701790,1950,Union,42034
G3701810,1950,Vance,32101
G3701830,1950,Wake,136450
G3701850,1950,Warren,23539
G3701870,1950,Washington,13180
G3701890,1950,Watauga,18342
G3701910,1950,Wayne,64267
G3701930,1950,Wilkes,45243
G3701950,1950,Wilson,54506
G3701970,1950,Yadkin,22133
G3701990,1950,Yancey,16306
G3800010,1950,Adams,4910
G3800030,1950,Barnes,16884
G3800050,1950,Benson,10675
G3800070,1950,Billings,1777
G3800090,1950,Bottineau,12140
G3800110,1950,Bowman,4001
G3800130,1950,Burke,6621
G3800150,1950,Burleigh,25673
G3800170,1950,Cass,58877
G3800190,1950,Cavalier,11840
G3800210,1950,Dickey,9121
G3800230,1950,Divide,5967
G3800250,1950,Dunn,7212
G3800270,1950,Eddy,5372
G3800290,1950,Emmons,9715
G3800310,1950,Foster,5337
G3800330,1950,Golden Valley,3499
G3800350,1950,Grand Forks,39443
G3800370,1950,Grant,7114
G3800390,1950,Griggs,5460
G3800410,1950,Hettinger,7100
G3800430,1950,Kidder,6168
G3800450,1950,LaMoure,9498
G3800470,1950,Logan,6357
G3800490,1950,McHenry,12556
G3800510,1950,McIntosh,7590
G3800530,1950,McKenzie,6849
G3800550,1950,McLean,18824
G3800570,1950,Mercer,8686
G3800590,1950,Morton,19295
G3800610,1950,Mountrail,9418
G3800630,1950,Nelson,8090
G3800650,1950,Oliver,3091
G3800670,1950,Pembina,13990
G3800690,1950,Pierce,8326
G3800710,1950,Ramsey,14373
G3800730,1950,Ransom,8876
G3800750,1950,Renville,5405
G3800770,1950,Richland,19865
G3800790,1950,Rolette,11102
G3800810,1950,Sargent,7616
G3800830,1950,Sheridan,5253
G3800850,1950,Sioux,3696
G3800870,1950,Slope,2315
G3800890,1950,Stark,16137
G3800910,1950,Steele,5145
G3800930,1950,Stutsman,24158
G3800950,1950,Towner,6360
G3800970,1950,Traill,11359
G3800990,1950,Walsh,18859
G3801010,1950,Ward,34782
G3801030,1950,Wells,10417
G3801050,1950,Williams,16442
G3900010,1950,Adams,20499
G3900030,1950,Allen,88183
G3900050,1950,Ashland,33040
G3900070,1950,Ashtabula,78695
G3900090,1950,Athens,45839
G3900110,1950,Auglaize,30637
G3900130,1950,Belmont,87740
G3900150,1950,Brown,22221
G3900170,1950,Butler,147203
G3900190,1950,Carroll,19039
G3900210,1950,Champaign,26793
G3900230,1950,Clark,111661
G3900250,1950,Clermont,42182
G3900270,1950,Clinton,25572
G3900290,1950,Columbiana,98920
G3900310,1950,Coshocton,31141
G3900330,1950,Crawford,38738
G3900350,1950,Cuyahoga,1389532
G3900370,1950,Darke,41799
G3900390,1950,Defiance,25925
G3900410,1950,Delaware,30278
G3900430,1950,Erie,52565
G3900450,1950,Fairfield,52130
G3900470,1950,Fayette,22554
G3900490,1950,Franklin,503410
G3900510,1950,Fulton,25580
G3900530,1950,Gallia,24910
G3900550,1950,Geauga,26646
G3900570,1950,Greene,58892
G3900590,1950,Guernsey,38452
G3900610,1950,Hamilton,723952
G3900630,1950,Hancock,44280
G3900650,1950,Hardin,28673
G3900670,1950,Harrison,19054
G3900690,1950,Henry,22423
G3900710,1950,Highland,28188
G3900730,1950,Hocking,19520
G3900750,1950,Holmes,18760
G3900770,1950,Huron,39353
G3900790,1950,Jackson,27767
G3900810,1950,Jefferson,96495
G3900830,1950,Knox,35287
G3900850,1950,Lake,75979
G3900870,1950,Lawrence,49115
G3900890,1950,Licking,70645
G3900910,1950,Logan,31329
G3900930,1950,Lorain,148162
G3900950,1950,Lucas,395551
G3900970,1950,Madison,22300
G3900990,1950,Mahoning,257629
G3901010,1950,Marion,49959
G3901030,1950,Medina,40417
G3901050,1950,Meigs,23227
G3901070,1950,Mercer,28311
G3901090,1950,Miami,61309
G3901110,1950,Monroe,15362
G3901130,1950,Montgomery,398441
G3901150,1950,Morgan,12836
G3901170,1950,Morrow,17168
G3901190,1950,Muskingum,74535
G3901210,1950,Noble,11750
G3901230,1950,Ottawa,29469
G3901250,1950,Paulding,15047
G3901270,1950,Perry,28999
G3901290,1950,Pickaway,29352
G3901310,1950,Pike,14607
G3901330,1950,Portage,63954
G3901350,1950,Preble,27081
G3901370,1950,Putnam,25248
G3901390,1950,Richland,91305
G3901410,1950,Ross,54424
G3901430,1950,Sandusky,46114
G3901450,1950,Scioto,82910
G3901470,1950,Seneca,52978
G3901490,1950,Shelby,28488
G3901510,1950,Stark,283194
G3901530,1950,Summit,410032
G3901550,1950,Trumbull,158915
G3901570,1950,Tuscarawas,70320
G3901590,1950,Union,20687
G3901610,1950,Van Wert,26971
G3901630,1950,Vinton,10759
G3901650,1950,Warren,38505
G3901670,1950,Washington,44407
G3901690,1950,Wayne,58716
G3901710,1950,Williams,26202
G3901730,1950,Wood,59605
G3901750,1950,Wyandot,19785
G4000010,1950,Adair,14918
G4000030,1950,Alfalfa,10699
G4000050,1950,Atoka,14269
G4000070,1950,Beaver,7411
G4000090,1950,Beckham,21627
G4000110,1950,Blaine,15049
G4000130,1950,Bryan,28999
G4000150,1950,Caddo,34913
G4000170,1950,Canadian,25644
G4000190,1950,Carter,36455
G4000210,1950,Cherokee,18989
G4000230,1950,Choctaw,20405
G4000250,1950,Cimarron,4589
G4000270,1950,Cleveland,41443
G4000290,1950,Coal,8056
G4000310,1950,Comanche,55165
G4000330,1950,Cotton,10180
G4000350,1950,Craig,18263
G4000370,1950,Creek,43143
G4000390,1950,Custer,21097
G4000410,1950,Delaware,14734
G4000430,1950,Dewey,8789
G4000450,1950,Ellis,7326
G4000470,1950,Garfield,52820
G4000490,1950,Garvin,29500
G4000510,1950,Grady,34872
G4000530,1950,Grant,10461
G4000550,1950,Greer,11749
G4000570,1950,Harmon,8079
G4000590,1950,Harper,5977
G4000610,1950,Haskell,13313
G4000630,1950,Hughes,20664
G4000650,1950,Jackson,20082
G4000670,1950,Jefferson,11122
G4000690,1950,Johnston,10608
G4000710,1950,Kay,48892
G4000730,1950,Kingfisher,12860
G4000750,1950,Kiowa,18926
G4000770,1950,Latimer,9690
G4000790,1950,Le Flore,35276
G4000810,1950,Lincoln,22102
G4000830,1950,Logan,22170
G4000850,1950,Love,7721
G4000870,1950,McClain,14681
G4000890,1950,McCurtain,31588
G4000910,1950,McIntosh,17829
G4000930,1950,Major,10279
G4000950,1950,Marshall,8177
G4000970,1950,Mayes,19743
G4000990,1950,Murray,10775
G4001010,1950,Muskogee,65573
G4001030,1950,Noble,12156
G4001050,1950,Nowata,12734
G4001070,1950,Okfuskee,16948
G4001090,1950,Oklahoma,325352
G4001110,1950,Okmulgee,44561
G4001130,1950,Osage,33071
G4001150,1950,Ottawa,32218
G4001170,1950,Pawnee,13616
G4001190,1950,Payne,46430
G4001210,1950,Pittsburg,41031
G4001230,1950,Pontotoc,30875
G4001250,1950,Pottawatomie,43517
G4001270,1950,Pushmataha,12001
G4001290,1950,Roger Mills,7395
G4001310,1950,Rogers,19532
G4001330,1950,Seminole,40672
G4001350,1950,Sequoyah,19773
G4001370,1950,Stephens,34071
G4001390,1950,Texas,14235
G4001410,1950,Tillman,17598
G4001430,1950,Tulsa,251686
G4001450,1950,Wagoner,16741
G4001470,1950,Washington,32880
G4001490,1950,Washita,17657
G4001510,1950,Woods,14526
G4001530,1950,Woodward,14383
G4100010,1950,Baker,16175
G4100030,1950,Benton,31570
G4100050,1950,Clackamas,86716
G4100070,1950,Clatsop,30776
G4100090,1950,Columbia,22967
G4100110,1950,Coos,42265
G4100130,1950,Crook,8991
G4100150,1950,Curry,6048
G4100170,1950,Deschutes,21812
G4100190,1950,Douglas,54549
G4100210,1950,Gilliam,2817
G4100230,1950,Grant,8329
G4100250,1950,Harney,6113
G4100270,1950,Hood River,12740
G4100290,1950,Jackson,58510
G4100310,1950,Jefferson,5536
G4100330,1950,Josephine,26542
G4100350,1950,Klamath,42150
G4100370,1950,Lake,6649
G4100390,1950,Lane,125776
G4100410,1950,Lincoln,21308
G4100430,1950,Linn,54317
G4100450,1950,Malheur,23223
G4100470,1950,Marion,101401
G4100490,1950,Morrow,4783
G4100510,1950,Multnomah,471537
G4100530,1950,Polk,26317
G4100550,1950,Sherman,2271
G4100570,1950,Tillamook,18606
G4100590,1950,Umatilla,41703
G4100610,1950,Union,17962
G4100630,1950,Wallowa,7264
G4100650,1950,Wasco,15552
G4100670,1950,Washington,61269
G4100690,1950,Wheeler,3313
G4100710,1950,Yamhill,33484
G4200010,1950,Adams,44197
G4200030,1950,Allegheny,1515237
G4200050,1950,Armstrong,80842
G4200070,1950,Beaver,175192
G4200090,1950,Bedford,40775
G4200110,1950,Berks,255740
G4200130,1950,Blair,139514
G4200150,1950,Bradford,51722
G4200170,1950,Bucks,144620
G4200190,1950,Butler,97320
G4200210,1950,Cambria,209541
G4200230,1950,Cameron,7023
G4200250,1950,Carbon,57558
G4200270,1950,Centre,65922
G4200290,1950,Chester,159141
G4200310,1950,Clarion,38344
G4200330,1950,Clearfield,85957
G4200350,1950,Clinton,36532
G4200370,1950,Columbia,53460
G4200390,1950,Crawford,78948
G4200410,1950,Cumberland,94457
G4200430,1950,Dauphin,197784
G4200450,1950,Delaware,414234
G4200470,1950,Elk,34503
G4200490,1950,Erie,219388
G4200510,1950,Fayette,189899
G4200530,1950,Forest,4944
G4200550,1950,Franklin,75927
G4200570,1950,Fulton,10387
G4200590,1950,Greene,45394
G4200610,1950,Huntingdon,40872
G4200630,1950,Indiana,77106
G4200650,1950,Jefferson,49147
G4200670,1950,Juniata,15243
G4200690,1950,Lackawanna,257396
G4200710,1950,Lancaster,234717
G4200730,1950,Lawrence,105120
G4200750,1950,Lebanon,81683
G4200770,1950,Lehigh,198207
G4200790,1950,Luzerne,392241
G4200810,1950,Lycoming,101249
G4200830,1950,McKean,56607
G4200850,1950,Mercer,111954
G4200870,1950,Mifflin,43691
G4200890,1950,Monroe,33773
G4200910,1950,Montgomery,353068
G4200930,1950,Montour,16001
G4200950,1950,Northampton,185243
G4200970,1950,Northumberland,117115
G4200990,1950,Perry,24782
G4201010,1950,Philadelphia,2071605
G4201030,1950,Pike,8425
G4201050,1950,Potter,16810
G4201070,1950,Schuylkill,200577
G4201090,1950,Snyder,22912
G4201110,1950,Somerset,81813
G4201130,1950,Sullivan,6745
G4201150,1950,Susquehanna,31970
G4201170,1950,Tioga,35474
G4201190,1950,Union,23150
G4201210,1950,Venango,65328
G4201230,1950,Warren,42698
G4201250,1950,Washington,209628
G4201270,1950,Wayne,28478
G4201290,1950,Westmoreland,313179
G4201310,1950,Wyoming,16766
G4201330,1950,York,202737
G4400010,1950,Bristol,29079
G4400030,1950,Kent,77763
G4400050,1950,Newport,61539
G4400070,1950,Providence,574973
G4400090,1950,Washington,48542
G4500010,1950,Abbeville,22456
G4500030,1950,Aiken,53137
G4500050,1950,Allendale,11773
G4500070,1950,Anderson,90664
G4500090,1950,Bamberg,17533
G4500110,1950,Barnwell,17266
G4500130,1950,Beaufort,26993
G4500150,1950,Berkeley,30251
G4500170,1950,Calhoun,14753
G4500190,1950,Charleston,164856
G4500210,1950,Cherokee,34992
G4500230,1950,Chester,32597
G4500250,1950,Chesterfield,36236
G4500270,1950,Clarendon,32215
G4500290,1950,Colleton,28242
G4500310,1950,Darlington,50016
G4500330,1950,Dillon,30930
G4500350,1950,Dorchester,22601
G4500370,1950,Edgefield,16591
G4500390,1950,Fairfield,21780
G4500410,1950,Florence,79710
G4500430,1950,Georgetown,31762
G4500450,1950,Greenville,168152
G4500470,1950,Greenwood,41628
G4500490,1950,Hampton,18027
G4500510,1950,Horry,59820
G4500530,1950,Jasper,10995
G4500550,1950,Kershaw,32287
G4500570,1950,Lancaster,37071
G4500590,1950,Laurens,46974
G4500610,1950,Lee,23173
G4500630,1950,Lexington,44279
G4500650,1950,McCormick,9577
G4500670,1950,Marion,33110
G4500690,1950,Marlboro,31766
G4500710,1950,Newberry,31771
G4500730,1950,Oconee,39050
G4500750,1950,Orangeburg,68726
G4500770,1950,Pickens,40058
G4500790,1950,Richland,142565
G4500810,1950,Saluda,15924
G4500830,1950,Spartanburg,150349
G4500850,1950,Sumter,57634
G4500870,1950,Union,31334
G4500890,1950,Williamsburg,43807
G4500910,1950,York,71596
G4600010,1950,Armstrong,52
G4600030,1950,Aurora,5020
G4600050,1950,Beadle,21082
G4600070,1950,Bennett,3396
G4600090,1950,Bon Homme,9440
G4600110,1950,Brookings,17851
G4600130,1950,Brown,32617
G4600150,1950,Brule,6076
G4600170,1950,Buffalo,1615
G4600190,1950,Butte,8161
G4600210,1950,Campbell,4046
G4600230,1950,Charles Mix,15558
G4600250,1950,Clark,8369
G4600270,1950,Clay,10993
G4600290,1950,Codington,18944
G4600310,1950,Corson,6168
G4600330,1950,Custer,5517
G4600350,1950,Davison,16522
G4600370,1950,Day,12294
G4600390,1950,Deuel,7689
G4600410,1950,Dewey,4916
G4600430,1950,Douglas,5636
G4600450,1950,Edmunds,7275
G4600470,1950,Fall River,10439
G4600490,1950,Faulk,4752
G4600510,1950,Grant,10233
G4600530,1950,Gregory,8556
G4600550,1950,Haakon,3167
G4600570,1950,Hamlin,7058
G4600590,1950,Hand,7149
G4600610,1950,Hanson,4896
G4600630,1950,Harding,2289
G4600650,1950,Hughes,8111
G4600670,1950,Hutchinson,11423
G4600690,1950,Hyde,2811
G4600710,1950,Jackson,1768
G4600730,1950,Jerauld,4476
G4600750,1950,Jones,2281
G4600770,1950,Kingsbury,9962
G4600790,1950,Lake,11792
G4600810,1950,Lawrence,16648
G4600830,1950,Lincoln,12767
G4600850,1950,Lyman,4572
G4600870,1950,McCook,8828
G4600890,1950,McPherson,7071
G4600910,1950,Marshall,7835
G4600930,1950,Meade,11516
G4600950,1950,Mellette,3046
G4600970,1950,Miner,6268
G4600990,1950,Minnehaha,70910
G4601010,1950,Moody,9252
G4601030,1950,Pennington,34053
G4601050,1950,Perkins,6776
G4601070,1950,Potter,4688
G4601090,1950,Roberts,14929
G4601110,1950,Sanborn,5142
G4601130,1950,Shannon,5669
G4601150,1950,Spink,12204
G4601170,1950,Stanley,2055
G4601190,1950,Sully,2713
G4601210,1950,Todd,4758
G4601230,1950,Tripp,9139
G4601250,1950,Turner,12100
G4601270,1950,Union,10792
G4601290,1950,Walworth,7648
G4601310,1950,Washabaugh,1551
G4601350,1950,Yankton,16804
G4601370,1950,Ziebach,2606
G4700010,1950,Anderson,59407
G4700030,1950,Bedford,23627
G4700050,1950,Benton,11495
G4700070,1950,Bledsoe,8561
G4700090,1950,Blount,54691
G4700110,1950,Bradley,32338
G4700130,1950,Campbell,34369
G4700150,1950,Cannon,9174
G4700170,1950,Carroll,26553
G4700190,1950,Carter,42432
G4700210,1950,Cheatham,9167
G4700230,1950,Chester,11149
G4700250,1950,Claiborne,24788
G4700270,1950,Clay,8701
G4700290,1950,Cocke,22991
G4700310,1950,Coffee,23049
G4700330,1950,Crockett,16624
G4700350,1950,Cumberland,18877
G4700370,1950,Davidson,321758
G4700390,1950,Decatur,9442
G4700410,1950,DeKalb,11680
G4700430,1950,Dickson,18805
G4700450,1950,Dyer,33473
G4700470,1950,Fayette,27535
G4700490,1950,Fentress,14917
G4700510,1950,Franklin,25431
G4700530,1950,Gibson,48132
G4700550,1950,Giles,26961
G4700570,1950,Grainger,13086
G4700590,1950,Greene,41048
G4700610,1950,Grundy,12558
G4700630,1950,Hamblen,23976
G4700650,1950,Hamilton,208255
G4700670,1950,Hancock,9116
G4700690,1950,Hardeman,23311
G4700710,1950,Hardin,16908
G4700730,1950,Hawkins,30494
G4700750,1950,Haywood,26212
G4700770,1950,Henderson,17173
G4700790,1950,Henry,23828
G4700810,1950,Hickman,13353
G4700830,1950,Houston,5318
G4700850,1950,Humphreys,11030
G4700870,1950,Jackson,12348
G4700890,1950,Jefferson,19667
G4700910,1950,Johnson,12278
G4700930,1950,Knox,223007
G4700950,1950,Lake,11655
G4700970,1950,Lauderdale,25047
G4700990,1950,Lawrence,28818
G4701010,1950,Lewis,6078
G4701030,1950,Lincoln,25624
G4701050,1950,Loudon,23182
G4701070,1950,McMinn,32024
G4701090,1950,McNairy,20390
G4701110,1950,Macon,13599
G4701130,1950,Madison,60128
G4701150,1950,Marion,20520
G4701170,1950,Marshall,17768
G4701190,1950,Maury,40368
G4701210,1950,Meigs,6080
G4701230,1950,Monroe,24513
G4701250,1950,Montgomery,44186
G4701270,1950,Moore,3948
G4701290,1950,Morgan,15727
G4701310,1950,Obion,29056
G4701330,1950,Overton,17566
G4701350,1950,Perry,6462
G4701370,1950,Pickett,5093
G4701390,1950,Polk,14074
G4701410,1950,Putnam,29869
G4701430,1950,Rhea,16041
G4701450,1950,Roane,31665
G4701470,1950,Robertson,27024
G4701490,1950,Rutherford,40696
G4701510,1950,Scott,17362
G4701530,1950,Sequatchie,5685
G4701550,1950,Sevier,23375
G4701570,1950,Shelby,482393
G4701590,1950,Smith,14098
G4701610,1950,Stewart,9175
G4701630,1950,Sullivan,95063
G4701650,1950,Sumner,33533
G4701670,1950,Tipton,29782
G4701690,1950,Trousdale,5520
G4701710,1950,Unicoi,15886
G4701730,1950,Union,8670
G4701750,1950,Van Buren,3985
G4701770,1950,Warren,22271
G4701790,1950,Washington,59971
G4701810,1950,Wayne,13864
G4701830,1950,Weakley,27962
G4701850,1950,White,16204
G4701870,1950,Williamson,24307
G4701890,1950,Wilson,26318
G4800010,1950,Anderson,31875
G4800030,1950,Andrews,5002
G4800050,1950,Angelina,36032
G4800070,1950,Aransas,4252
G4800090,1950,Archer,6816
G4800110,1950,Armstrong,2215
G4800130,1950,Atascosa,20048
G4800150,1950,Austin,14663
G4800170,1950,Bailey,7592
G4800190,1950,Bandera,4410
G4800210,1950,Bastrop,19622
G4800230,1950,Baylor,6875
G4800250,1950,Bee,18174
G4800270,1950,Bell,73824
G4800290,1950,Bexar,500460
G4800310,1950,Blanco,3780
G4800330,1950,Borden,1106
G4800350,1950,Bosque,11836
G4800370,1950,Bowie,61966
G4800390,1950,Brazoria,46549
G4800410,1950,Brazos,38390
G4800430,1950,Brewster,7309
G4800450,1950,Briscoe,3528
G4800470,1950,Brooks,9195
G4800490,1950,Brown,28607
G4800510,1950,Burleson,13000
G4800530,1950,Burnet,10356
G4800550,1950,Caldwell,19350
G4800570,1950,Calhoun,9222
G4800590,1950,Callahan,9087
G4800610,1950,Cameron,125170
G4800630,1950,Camp,8740
G4800650,1950,Carson,6852
G4800670,1950,Cass,26732
G4800690,1950,Castro,5417
G4800710,1950,Chambers,7871
G4800730,1950,Cherokee,38694
G4800750,1950,Childress,12123
G4800770,1950,Clay,9896
G4800790,1950,Cochran,5928
G4800810,1950,Coke,4045
G4800830,1950,Coleman,15503
G4800850,1950,Collin,41692
G4800870,1950,Collingsworth,9139
G4800890,1950,Colorado,17576
G4800910,1950,Comal,16357
G4800930,1950,Comanche,15516
G4800950,1950,Concho,5078
G4800970,1950,Cooke,22146
G4800990,1950,Coryell,16284
G4801010,1950,Cottle,6099
G4801030,1950,Crane,3965
G4801050,1950,Crockett,3981
G4801070,1950,Crosby,9582
G4801090,1950,Culberson,1825
G4801110,1950,Dallam,7640
G4801130,1950,Dallas,614799
G4801150,1950,Dawson,19113
G4801170,1950,Deaf Smith,9111
G4801190,1950,Delta,8964
G4801210,1950,Denton,41365
G4801230,1950,DeWitt,22973
G4801250,1950,Dickens,7177
G4801270,1950,Dimmit,10654
G4801290,1950,Donley,6216
G4801310,1950,Duval,15643
G4801330,1950,Eastland,23942
G4801350,1950,Ector,42102
G4801370,1950,Edwards,2908
G4801390,1950,Ellis,45645
G4801410,1950,El Paso,194968
G4801430,1950,Erath,18434
G4801450,1950,Falls,26724
G4801470,1950,Fannin,31253
G4801490,1950,Fayette,24176
G4801510,1950,Fisher,11023
G4801530,1950,Floyd,10535
G4801550,1950,Foard,4216
G4801570,1950,Fort Bend,31056
G4801590,1950,Franklin,6257
G4801610,1950,Freestone,15696
G4801630,1950,Frio,10357
G4801650,1950,Gaines,8909
G4801670,1950,Galveston,113066
G4801690,1950,Garza,6281
G4801710,1950,Gillespie,10520
G4801730,1950,Glasscock,1089
G4801750,1950,Goliad,6219
G4801770,1950,Gonzales,21164
G4801790,1950,Gray,24728
G4801810,1950,Grayson,70467
G4801830,1950,Gregg,61258
G4801850,1950,Grimes,15135
G4801870,1950,Guadalupe,25392
G4801890,1950,Hale,28211
G4801910,1950,Hall,10930
G4801930,1950,Hamilton,10660
G4801950,1950,Hansford,4202
G4801970,1950,Hardeman,10212
G4801990,1950,Hardin,19535
G4802010,1950,Harris,806701
G4802030,1950,Harrison,47745
G4802050,1950,Hartley,1913
G4802070,1950,Haskell,13736
