GISJOIN,YEAR,COUNTY,POPULATION
G2000090,1950,Barton,29909
G2000110,1950,Bourbon,19153
G2000130,1950,Brown,14651
G2000150,1950,Butler,31001
G2000170,1950,Chase,4831
G2000190,1950,Chautauqua,7376
G2000210,1950,Cherokee,25144
G2000230,1950,Cheyenne,5668
G2000250,1950,Clark,3946
G2000270,1950,Clay,11697
G2000290,1950,Cloud,16104
G2000310,1950,Coffey,10408
G2000330,1950,Comanche,3888
G2000350,1950,Cowley,36905
G2000370,1950,Crawford,40231
G2000390,1950,Decatur,6185
G2000410,1950,Dickinson,21190
G2000430,1950,Doniphan,10499
G2000450,1950,Douglas,34086
G2000470,1950,Edwards,5936
G2000490,1950,Elk,6679
G2000510,1950,Ellis,19043
G2000530,1950,Ellsworth,8465
G2000550,1950,Finney,15092
G2000570,1950,Ford,19670
G2000590,1950,Franklin,19928
G2000610,1950,Geary,21671
G2000630,1950,Gove,4447
G2000650,1950,Graham,5020
G2000670,1950,Grant,4638
G2000690,1950,Gray,4894
G2000710,1950,Greeley,2010
G2000730,1950,Greenwood,13574
G2000750,1950,Hamilton,3696
G2000770,1950,Harper,10263
G2000790,1950,Harvey,21698
G2000810,1950,Haskell,2606
G2000830,1950,Hodgeman,3310
G2000850,1950,Jackson,11098
G2000870,1950,Jefferson,11084
G2000890,1950,Jewell,9698
G2000910,1950,Johnson,62783
G2000930,1950,Kearny,3492
G2000950,1950,Kingman,10324
G2000970,1950,Kiowa,4743
G2000990,1950,Labette,29285
G2001010,1950,Lane,2808
G2001030,1950,Leavenworth,42361
G2001050,1950,Lincoln,6643
G2001070,1950,Linn,10053
G2001090,1950,Logan,4206
G2001110,1950,Lyon,26576
G2001130,1950,McPherson,23670
G2001150,1950,Marion,16307
G2001170,1950,Marshall,17926
G2001190,1950,Meade,5710
G2001210,1950,Miami,19698
G2001230,1950,Mitchell,10320
G2001250,1950,Montgomery,46487
G2001270,1950,Morris,8485
G2001290,1950,Morton,2610
G2001310,1950,Nemaha,14341
G2001330,1950,Neosho,20348
G2001350,1950,Ness,6322
G2001370,1950,Norton,8808
G2001390,1950,Osage,12811
G2001410,1950,Osborne,8558
G2001430,1950,Ottawa,7265
G2001450,1950,Pawnee,11041
G2001470,1950,Phillips,9273
G2001490,1950,Pottawatomie,12344
G2001510,1950,Pratt,12156
G2001530,1950,Rawlins,5728
G2001550,1950,Reno,54058
G2001570,1950,Republic,11478
G2001590,1950,Rice,15635
G2001610,1950,Riley,33405
G2001630,1950,Rooks,9043
G2001650,1950,Rush,7231
G2001670,1950,Russell,13406
G2001690,1950,Saline,33409
G2001710,1950,Scott,4921
G2001730,1950,Sedgwick,222290
G2001750,1950,Seward,9972
G2001770,1950,Shawnee,105418
G2001790,1950,Sheridan,4607
G2001810,1950,Sherman,7373
G2001830,1950,Smith,8846
G2001850,1950,Stafford,8816
G2001870,1950,Stanton,2263
G2001890,1950,Stevens,4516
G2001910,1950,Sumner,23646
G2001930,1950,Thomas,7572
G2001950,1950,Trego,5868
G2001970,1950,Wabaunsee,7212
G2001990,1950,Wallace,2508
G2002010,1950,Washington,12977
G2002030,1950,Wichita,2640
G2002050,1950,Wilson,14815
G2002070,1950,Woodson,6711
G2002090,1950,Wyandotte,165318
G2100010,1950,Adair,17603
G2100030,1950,Allen,13787
G2100050,1950,Anderson,8984
G2100070,1950,Ballard,8545
G2100090,1950,Barren,28461
G2100110,1950,Bath,10410
G2100130,1950,Bell,47602
G2100150,1950,Boone,13015
G2100170,1950,Bourbon,17752
G2100190,1950,Boyd,49949
G2100210,1950,Boyle,20532
G2100230,1950,Bracken,8424
G2100250,1950,Breathitt,19964
G2100270,1950,Breckinridge,15528
G2100290,1950,Bullitt,11349
G2100310,1950,Butler,11309
G2100330,1950,Caldwell,13199
G2100350,1950,Calloway,20147
G2100370,1950,Campbell,76196
G2100390,1950,Carlisle,6206
G2100410,1950,Carroll,8517
G2100430,1950,Carter,22559
G2100450,1950,Casey,17446
G2100470,1950,Christian,42359
G2100490,1950,Clark,18898
G2100510,1950,Clay,23116
G2100530,1950,Clinton,10605
G2100550,1950,Crittenden,10818
G2100570,1950,Cumberland,9309
G2100590,1950,Daviess,57241
G2100610,1950,Edmonson,9376
G2100630,1950,Elliott,7085
G2100650,1950,Estill,14677
G2100670,1950,Fayette,100746
G2100690,1950,Fleming,11962
G2100710,1950,Floyd,53500
G2100730,1950,Franklin,25933
G2100750,1950,Fulton,13668
G2100770,1950,Gallatin,3969
G2100790,1950,Garrard,11029
G2100810,1950,Grant,9809
G2100830,1950,Graves,31364
G2100850,1950,Grayson,17063
G2100870,1950,Green,11261
G2100890,1950,Greenup,24887
G2100910,1950,Hancock,6009
G2100930,1950,Hardin,50312
G2100950,1950,Harlan,71751
G2100970,1950,Harrison,13736
G2100990,1950,Hart,15321
G2101010,1950,Henderson,30715
G2101030,1950,Henry,11394
G2101050,1950,Hickman,7778
G2101070,1950,Hopkins,38815
G2101090,1950,Jackson,13101
G2101110,1950,Jefferson,484615
G2101130,1950,Jessamine,12458
G2101150,1950,Johnson,23846
G2101170,1950,Kenton,104254
G2101190,1950,Knott,20320
G2101210,1950,Knox,30409
G2101230,1950,Larue,9956
G2101250,1950,Laurel,25797
G2101270,1950,Lawrence,14418
G2101290,1950,Lee,8739
G2101310,1950,Leslie,15537
G2101330,1950,Letcher,39522
G2101350,1950,Lewis,13520
G2101370,1950,Lincoln,18668
G2101390,1950,Livingston,7184
G2101410,1950,Logan,22335
G2101430,1950,Lyon,6853
G2101450,1950,McCracken,49137
G2101470,1950,McCreary,16660
G2101490,1950,McLean,10021
G2101510,1950,Madison,31179
G2101530,1950,Magoffin,13839
G2101550,1950,Marion,17212
G2101570,1950,Marshall,13387
G2101590,1950,Martin,11677
G2101610,1950,Mason,18486
G2101630,1950,Meade,9422
G2101650,1950,Menifee,4798
G2101670,1950,Mercer,14643
G2101690,1950,Metcalfe,9851
G2101710,1950,Monroe,13770
G2101730,1950,Montgomery,13025
G2101750,1950,Morgan,13624
G2101770,1950,Muhlenberg,32501
G2101790,1950,Nelson,19521
G2101810,1950,Nicholas,7532
G2101830,1950,Ohio,20840
G2101850,1950,Oldham,11018
G2101870,1950,Owen,9755
G2101890,1950,Owsley,7324
G2101910,1950,Pendleton,9610
G2101930,1950,Perry,46566
G2101950,1950,Pike,81154
G2101970,1950,Powell,6812
G2101990,1950,Pulaski,38452
G2102010,1950,Robertson,2881
G2102030,1950,Rockcastle,13925
G2102050,1950,Rowan,12708
G2102070,1950,Russell,13717
G2102090,1950,Scott,15141
G2102110,1950,Shelby,17912
G2102130,1950,Simpson,11678
G2102150,1950,Spencer,6157
G2102170,1950,Taylor,14403
G2102190,1950,Todd,12890
G2102210,1950,Trigg,9683
G2102230,1950,Trimble,5148
G2102250,1950,Union,14893
G2102270,1950,Warren,42758
G2102290,1950,Washington,12777
G2102310,1950,Wayne,16475
G2102330,1950,Webster,15555
G2102350,1950,Whitley,31940
G2102370,1950,Wolfe,7615
G2102390,1950,Woodford,11212
G2200010,1950,Acadia,47050
G2200030,1950,Allen,18835
G2200050,1950,Ascension,22387
G2200070,1950,Assumption,17278
G2200090,1950,Avoyelles,38031
G2200110,1950,Beauregard,17766
G2200130,1950,Bienville,19105
G2200150,1950,Bossier,40139
G2200170,1950,Caddo,176547
G2200190,1950,Calcasieu,89635
G2200210,1950,Caldwell,10293
G2200230,1950,Cameron,6244
G2200250,1950,Catahoula,11834
G2200270,1950,Claiborne,25063
G2200290,1950,Concordia,14398
G2200310,1950,De Soto,24398
G2200330,1950,East Baton Rouge,158236
G2200350,1950,East Carroll,16302
G2200370,1950,East Feliciana,19133
G2200390,1950,Evangeline,31629
G2200410,1950,Franklin,29376
G2200430,1950,Grant,14263
G2200450,1950,Iberia,40059
G2200470,1950,Iberville,26750
G2200490,1950,Jackson,15434
G2200510,1950,Jefferson,103873
G2200530,1950,Jefferson Davis,26298
G2200550,1950,Lafayette,57743
G2200570,1950,Lafourche,42209
G2200590,1950,La Salle,12717
G2200610,1950,Lincoln,25782
G2200630,1950,Livingston,20054
G2200650,1950,Madison,17451
G2200670,1950,Morehouse,32038
G2200690,1950,Natchitoches,38144
G2200710,1950,Orleans,570445
G2200730,1950,Ouachita,74713
G2200750,1950,Plaquemines,14239
G2200770,1950,Pointe Coupee,21841
G2200790,1950,Rapides,90648
G2200810,1950,Red River,12113
G2200830,1950,Richland,26672
G2200850,1950,Sabine,20880
G2200870,1950,St Bernard,11087
G2200890,1950,St Charles,13363
G2200910,1950,St Helena,9013
G2200930,1950,St James,15334
G2200950,1950,St John The Baptist,14861
G2200970,1950,St Landry,78476
G2200990,1950,St Martin,26353
G2201010,1950,St Mary,35848
G2201030,1950,St Tammany,26988
G2201050,1950,Tangipahoa,53218
G2201070,1950,Tensas,13209
G2201090,1950,Terrebonne,43328
G2201110,1950,Union,19141
G2201130,1950,Vermilion,36929
G2201150,1950,Vernon,18974
G2201170,1950,Washington,38371
G2201190,1950,Webster,35704
G2201210,1950,West Baton Rouge,11738
G2201230,1950,West Carroll,17248
G2201250,1950,West Feliciana,10169
G2201270,1950,Winn,16119
G2300010,1950,Androscoggin,83594
G2300030,1950,Aroostook,96039
G2300050,1950,Cumberland,169201
G2300070,1950,Franklin,20682
G2300090,1950,Hancock,32105
G2300110,1950,Kennebec,83881
G2300130,1950,Knox,28121
G2300150,1950,Lincoln,18004
G2300170,1950,Oxford,44221
G2300190,1950,Penobscot,108198
G2300210,1950,Piscataquis,18617
G2300230,1950,Sagadahoc,20911
G2300250,1950,Somerset,39785
G2300270,1950,Waldo,21687
G2300290,1950,Washington,35187
G2300310,1950,York,93541
G2400010,1950,Allegany,89556
G2400030,1950,Anne Arundel,117392
G2400050,1950,Baltimore,270273
G2400090,1950,Calvert,12100
G2400110,1950,Caroline,18234
G2400130,1950,Carroll,44907
G2400150,1950,Cecil,33356
G2400170,1950,Charles,23415
G2400190,1950,Dorchester,27815
G2400210,1950,Frederick,62287
G2400230,1950,Garrett,21259
G2400250,1950,Harford,51782
G2400270,1950,Howard,23119
G2400290,1950,Kent,13677
G2400310,1950,Montgomery,164401
G2400330,1950,Prince Georges,194182
G2400350,1950,Queen Anne's,14579
G2400370,1950,St Mary's,29111
G2400390,1950,Somerset,20745
G2400410,1950,Talbot,19428
G2400430,1950,Washington,78886
G2400450,1950,Wicomico,39641
G2400470,1950,Worcester,23148
G2405100,1950,Baltimore City,949708
G2500010,1950,Barnstable,46805
G2500030,1950,Berkshire,132966
G2500050,1950,Bristol,381569
G2500070,1950,Dukes,5633
G2500090,1950,Essex,522384
G2500110,1950,Franklin,52747
G2500130,1950,Hampden,367971
G2500150,1950,Hampshire,87594
G2500170,1950,Middlesex,1064569
G2500190,1950,Nantucket,3484
G2500210,1950,Norfolk,392308
G2500230,1950,Plymouth,189468
G2500250,1950,Suffolk,896615
G2500270,1950,Worcester,546401
G2600010,1950,Alcona,5856
G2600030,1950,Alger,10007
G2600050,1950,Allegan,47493
G2600070,1950,Alpena,22189
G2600090,1950,Antrim,10721
G2600110,1950,Arenac,9644
G2600130,1950,Baraga,8037
G2600150,1950,Barry,26183
G2600170,1950,Bay,88461
G2600190,1950,Benzie,8306
G2600210,1950,Berrien,115702
G2600230,1950,Branch,30202
G2600250,1950,Calhoun,120813
G2600270,1950,Cass,28185
G2600290,1950,Charlevoix,13475
G2600310,1950,Cheboygan,13731
G2600330,1950,Chippewa,29206
G2600350,1950,Clare,10253
G2600370,1950,Clinton,31195
G2600390,1950,Crawford,4151
G2600410,1950,Delta,32913
G2600430,1950,Dickinson,24844
G2600450,1950,Eaton,40023
G2600470,1950,Emmet,16534
G2600490,1950,Genesee,270963
G2600510,1950,Gladwin,9451
G2600530,1950,Gogebic,27053
G2600550,1950,Grand Traverse,28598
G2600570,1950,Gratiot,33429
G2600590,1950,Hillsdale,31916
G2600610,1950,Houghton,39771
G2600630,1950,Huron,33149
G2600650,1950,Ingham,172941
G2600670,1950,Ionia,38158
G2600690,1950,Iosco,10906
G2600710,1950,Iron,17692
G2600730,1950,Isabella,28964
G2600750,1950,Jackson,107925
G2600770,1950,Kalamazoo,126707
G2600790,1950,Kalkaska,4597
G2600810,1950,Kent,288292
G2600830,1950,Keweenaw,2918
G2600850,1950,Lake,5257
G2600870,1950,Lapeer,35794
G2600890,1950,Leelanau,8647
G2600910,1950,Lenawee,64629
G2600930,1950,Livingston,26725
G2600950,1950,Luce,8147
G2600970,1950,Mackinac,9287
G2600990,1950,Macomb,184961
G2601010,1950,Manistee,18524
G2601030,1950,Marquette,47654
G2601050,1950,Mason,20474
G2601070,1950,Mecosta,18968
G2601090,1950,Menominee,25299
G2601110,1950,Midland,35662
G2601130,1950,Missaukee,7458
G2601150,1950,Monroe,75666
G2601170,1950,Montcalm,31013
G2601190,1950,Montmorency,4125
G2601210,1950,Muskegon,121545
G2601230,1950,Newaygo,21567
G2601250,1950,Oakland,396001
G2601270,1950,Oceana,16105
G2601290,1950,Ogemaw,9345
G2601310,1950,Ontonagon,10282
G2601330,1950,Osceola,13797
G2601350,1950,Oscoda,3134
G2601370,1950,Otsego,6435
G2601390,1950,Ottawa,73751
G2601410,1950,Presque Isle,11996
G2601430,1950,Roscommon,5916
G2601450,1950,Saginaw,153515
G2601470,1950,St Clair,91599
G2601490,1950,St Joseph,35071
G2601510,1950,Sanilac,30837
G2601530,1950,Schoolcraft,9148
G2601550,1950,Shiawassee,45967
G2601570,1950,Tuscola,38258
G2601590,1950,Van Buren,39184
G2601610,1950,Washtenaw,134606
G2601630,1950,Wayne,2435235
G2601650,1950,Wexford,18628
G2700010,1950,Aitkin,14327
G2700030,1950,Anoka,35579
G2700050,1950,Becker,24836
G2700070,1950,Beltrami,24962
G2700090,1950,Benton,15911
G2700110,1950,Big Stone,9607
G2700130,1950,Blue Earth,38327
G2700150,1950,Brown,25895
G2700170,1950,Carlton,24584
G2700190,1950,Carver,18155
G2700210,1950,Cass,19468
G2700230,1950,Chippewa,16739
G2700250,1950,Chisago,12669
G2700270,1950,Clay,30363
G2700290,1950,Clearwater,10204
G2700310,1950,Cook,2900
G2700330,1950,Cottonwood,15763
G2700350,1950,Crow Wing,30875
G2700370,1950,Dakota,49019
G2700390,1950,Dodge,12624
G2700410,1950,Douglas,21304
G2700430,1950,Faribault,23879
G2700450,1950,Fillmore,24465
G2700470,1950,Freeborn,34517
G2700490,1950,Goodhue,32118
G2700510,1950,Grant,9542
G2700530,1950,Hennepin,676579
G2700550,1950,Houston,14435
G2700570,1950,Hubbard,11085
G2700590,1950,Isanti,12123
G2700610,1950,Itasca,33321
G2700630,1950,Jackson,16306
G2700650,1950,Kanabec,9192
G2700670,1950,Kandiyohi,28644
G2700690,1950,Kittson,9649
G2700710,1950,Koochiching,16910
G2700730,1950,Lac Qui Parle,14545
G2700750,1950,Lake,7781
G2700770,1950,Lake Of The Woods,4955
G2700790,1950,Le Sueur,19088
G2700810,1950,Lincoln,10150
G2700830,1950,Lyon,22253
G2700850,1950,McLeod,22198
G2700870,1950,Mahnomen,7059
G2700890,1950,Marshall,16125
G2700910,1950,Martin,25655
G2700930,1950,Meeker,18966
G2700950,1950,Mille Lacs,15165
G2700970,1950,Morrison,25832
G2700990,1950,Mower,42277
G2701010,1950,Murray,14801
G2701030,1950,Nicollet,20929
G2701050,1950,Nobles,22435
G2701070,1950,Norman,12909
G2701090,1950,Olmsted,48228
G2701110,1950,Otter Tail,51320
G2701130,1950,Pennington,12965
G2701150,1950,Pine,18223
G2701170,1950,Pipestone,14003
G2701190,1950,Polk,35900
G2701210,1950,Pope,12862
G2701230,1950,Ramsey,355332
G2701250,1950,Red Lake,6806
G2701270,1950,Redwood,22127
G2701290,1950,Renville,23954
G2701310,1950,Rice,36235
G2701330,1950,Rock,11278
G2701350,1950,Roseau,14505
G2701370,1950,St Louis,206062
G2701390,1950,Scott,16486
G2701410,1950,Sherburne,10661
G2701430,1950,Sibley,15816
G2701450,1950,Stearns,70681
G2701470,1950,Steele,21155
G2701490,1950,Stevens,11106
G2701510,1950,Swift,15837
G2701530,1950,Todd,25420
G2701550,1950,Traverse,8053
G2701570,1950,Wabasha,16878
G2701590,1950,Wadena,12806
G2701610,1950,Waseca,14957
G2701630,1950,Washington,34544
G2701650,1950,Watonwan,13881
G2701670,1950,Wilkin,10567
G2701690,1950,Winona,39841
G2701710,1950,Wright,27716
G2701730,1950,Yellow Medicine,16279
G2800010,1950,Adams,32256
G2800030,1950,Alcorn,27158
G2800050,1950,Amite,19261
G2800070,1950,Attala,26652
G2800090,1950,Benton,8793
G2800110,1950,Bolivar,63004
G2800130,1950,Calhoun,18369
G2800150,1950,Carroll,15499
G2800170,1950,Chickasaw,18951
G2800190,1950,Choctaw,11009
G2800210,1950,Claiborne,11944
G2800230,1950,Clarke,19362
G2800250,1950,Clay,17757
G2800270,1950,Coahoma,49361
G2800290,1950,Copiah,30493
G2800310,1950,Covington,16036
G2800330,1950,DeSoto,24599
G2800350,1950,Forrest,45055
G2800370,1950,Franklin,10929
G2800390,1950,George,10012
G2800410,1950,Greene,8215
G2800430,1950,Grenada,18830
G2800450,1950,Hancock,11891
G2800470,1950,Harrison,84073
G2800490,1950,Hinds,142164
G2800510,1950,Holmes,33301
G2800530,1950,Humphreys,23115
G2800550,1950,Issaquena,4966
G2800570,1950,Itawamba,17216
G2800590,1950,Jackson,31401
G2800610,1950,Jasper,18912
G2800630,1950,Jefferson,11306
G2800650,1950,Jefferson Davis,15500
G2800670,1950,Jones,57235
G2800690,1950,Kemper,15893
G2800710,1950,Lafayette,22798
G2800730,1950,Lamar,13225
G2800750,1950,Lauderdale,64171
G2800770,1950,Lawrence,12639
G2800790,1950,Leake,21610
G2800810,1950,Lee,38237
G2800830,1950,Leflore,51813
G2800850,1950,Lincoln,27899
G2800870,1950,Lowndes,37852
G2800890,1950,Madison,33860
G2800910,1950,Marion,23967
G2800930,1950,Marshall,25106
G2800950,1950,Monroe,36543
G2800970,1950,Montgomery,14470
G2800990,1950,Neshoba,25730
G2801010,1950,Newton,22681
G2801030,1950,Noxubee,20022
G2801050,1950,Oktibbeha,24569
G2801070,1950,Panola,31271
G2801090,1950,Pearl River,20641
G2801110,1950,Perry,9108
G2801130,1950,Pike,35137
G2801150,1950,Pontotoc,19994
G2801170,1950,Prentiss,19810
G2801190,1950,Quitman,25885
G2801210,1950,Rankin,28881
G2801230,1950,Scott,21681
G2801250,1950,Sharkey,12903
G2801270,1950,Simpson,21819
G2801290,1950,Smith,16740
G2801310,1950,Stone,6264
G2801330,1950,Sunflower,56031
G2801350,1950,Tallahatchie,30486
G2801370,1950,Tate,18011
G2801390,1950,Tippah,17522
G2801410,1950,Tishomingo,15544
G2801430,1950,Tunica,21664
G2801450,1950,Union,20262
G2801470,1950,Walthall,15563
G2801490,1950,Warren,39616
G2801510,1950,Washington,70504
G2801530,1950,Wayne,17010
G2801550,1950,Webster,11607
G2801570,1950,Wilkinson,14116
G2801590,1950,Winston,22231
G2801610,1950,Yalobusha,15191
G2801630,1950,Yazoo,35712
G2900010,1950,Adair,19689
G2900030,1950,Andrew,11727
G2900050,1950,Atchison,11127
G2900070,1950,Audrain,23829
G2900090,1950,Barry,21755
G2900110,1950,Barton,12678
G2900130,1950,Bates,17534
G2900150,1950,Benton,9080
G2900170,1950,Bollinger,11019
G2900190,1950,Boone,48432
G2900210,1950,Buchanan,96826
G2900230,1950,Butler,37707
G2900250,1950,Caldwell,9929
G2900270,1950,Callaway,23316
G2900290,1950,Camden,7861
G2900310,1950,Cape Girardeau,38397
G2900330,1950,Carroll,15589
G2900350,1950,Carter,4777
G2900370,1950,Cass,19325
G2900390,1950,Cedar,10663
G2900410,1950,Chariton,14944
G2900430,1950,Christian,12412
G2900450,1950,Clark,9003
G2900470,1950,Clay,45221
G2900490,1950,Clinton,11726
G2900510,1950,Cole,35464
G2900530,1950,Cooper,16608
G2900550,1950,Crawford,11615
G2900570,1950,Dade,9324
G2900590,1950,Dallas,10392
G2900610,1950,Daviess,11180
G2900630,1950,DeKalb,8047
G2900650,1950,Dent,10936
G2900670,1950,Douglas,12638
G2900690,1950,Dunklin,45329
G2900710,1950,Franklin,36046
G2900730,1950,Gasconade,12342
G2900750,1950,Gentry,11036
G2900770,1950,Greene,104823
G2900790,1950,Grundy,13220
G2900810,1950,Harrison,14107
G2900830,1950,Henry,20043
G2900850,1950,Hickory,5387
G2900870,1950,Holt,9833
G2900890,1950,Howard,11857
G2900910,1950,Howell,22725
G2900930,1950,Iron,9458
G2900950,1950,Jackson,541035
G2900970,1950,Jasper,79106
G2900990,1950,Jefferson,38007
G2901010,1950,Johnson,20716
G2901030,1950,Knox,7617
G2901050,1950,Laclede,19010
G2901070,1950,Lafayette,25272
G2901090,1950,Lawrence,23420
G2901110,1950,Lewis,10733
G2901130,1950,Lincoln,13478
G2901150,1950,Linn,18865
G2901170,1950,Livingston,16532
G2901190,1950,McDonald,14144
G2901210,1950,Macon,18332
G2901230,1950,Madison,10380
G2901250,1950,Maries,7423
G2901270,1950,Marion,29765
G2901290,1950,Mercer,7235
G2901310,1950,Miller,13734
G2901330,1950,Mississippi,22551
G2901350,1950,Moniteau,10840
G2901370,1950,Monroe,11314
G2901390,1950,Montgomery,11555
G2901410,1950,Morgan,10207
G2901430,1950,New Madrid,39444
G2901450,1950,Newton,28240
G2901470,1950,Nodaway,24033
G2901490,1950,Oregon,11978
G2901510,1950,Osage,11301
G2901530,1950,Ozark,8856
G2901550,1950,Pemiscot,45624
G2901570,1950,Perry,14890
G2901590,1950,Pettis,31577
G2901610,1950,Phelps,21504
G2901630,1950,Pike,16844
G2901650,1950,Platte,14973
G2901670,1950,Polk,16062
G2901690,1950,Pulaski,10392
G2901710,1950,Putnam,9166
G2901730,1950,Ralls,8686
G2901750,1950,Randolph,22918
G2901770,1950,Ray,15932
G2901790,1950,Reynolds,6918
G2901810,1950,Ripley,11414
G2901830,1950,St Charles,29834
G2901850,1950,St Clair,10482
G2901860,1950,Ste Genevieve,11237
G2901870,1950,St Francois,35276
G2901890,1950,St Louis,406349
G2901950,1950,Saline,26694
G2901970,1950,Schuyler,5760
G2901990,1950,Scotland,7332
G2902010,1950,Scott,32842
G2902030,1950,Shannon,8377
G2902050,1950,Shelby,9730
G2902070,1950,Stoddard,33463
G2902090,1950,Stone,9748
G2902110,1950,Sullivan,11299
G2902130,1950,Taney,9863
G2902150,1950,Texas,18992
G2902170,1950,Vernon,22685
G2902190,1950,Warren,7666
G2902210,1950,Washington,14689
G2902230,1950,Wayne,10514
G2902250,1950,Webster,15072
G2902270,1950,Worth,5120
G2902290,1950,Wright,15834
G2905100,1950,St Louis City,856796
G3000010,1950,Beaverhead,6671
G3000030,1950,Big Horn,9824
G3000050,1950,Blaine,8516
G3000070,1950,Broadwater,2922
G3000090,1950,Carbon,10241
G3000110,1950,Carter,2798
G3000130,1950,Cascade,53027
G3000150,1950,Chouteau,6974
G3000170,1950,Custer,12661
G3000190,1950,Daniels,3946
G3000210,1950,Dawson,9092
G3000230,1950,Deer Lodge,16553
G3000250,1950,Fallon,3660
G3000270,1950,Fergus,14015
G3000290,1950,Flathead,31495
G3000310,1950,Gallatin,21902
G3000330,1950,Garfield,2172
G3000350,1950,Glacier,9645
G3000370,1950,Golden Valley,1337
G3000390,1950,Granite,2773
G3000410,1950,Hill,14285
G3000430,1950,Jefferson,4014
G3000450,1950,Judith Basin,3200
G3000470,1950,Lake,13835
G3000490,1950,Lewis And Clark,24540
G3000510,1950,Liberty,2180
G3000530,1950,Lincoln,8693
G3000550,1950,McCone,3258
G3000570,1950,Madison,5998
G3000590,1950,Meagher,2079
G3000610,1950,Mineral,2081
G3000630,1950,Missoula,35493
G3000650,1950,Musselshell,5408
G3000670,1950,Park,11999
G3000690,1950,Petroleum,1026
G3000710,1950,Phillips,6334
G3000730,1950,Pondera,6392
G3000750,1950,Powder River,2693
G3000770,1950,Powell,6301
G3000790,1950,Prairie,2377
G3000810,1950,Ravalli,13101
G3000830,1950,Richland,10366
G3000850,1950,Roosevelt,9580
G3000870,1950,Rosebud,6570
G3000890,1950,Sanders,6983
G3000910,1950,Sheridan,6674
G3000930,1950,Silver Bow,48422
G3000950,1950,Stillwater,5416
G3000970,1950,Sweet Grass,3621
G3000990,1950,Teton,7232
G3001010,1950,Toole,6867
G3001030,1950,Treasure,1402
G3001050,1950,Valley,11353
G3001070,1950,Wheatland,3187
G3001090,1950,Wibaux,1907
G3001110,1950,Yellowstone,55875
G3001130,1950,Yellowstone National Park,58
G3100010,1950,Adams,28855
G3100030,1950,Antelope,11624
G3100050,1950,Arthur,803
G3100070,1950,Banner,1325
G3100090,1950,Blaine,1203
G3100110,1950,Boone,10721
G3100130,1950,Box Butte,12279
G3100150,1950,Boyd,4911
G3100170,1950,Brown,5164
G3100190,1950,Buffalo,25134
G3100210,1950,Burt,11536
G3100230,1950,Butler,11432
G3100250,1950,Cass,16361
G3100270,1950,Cedar,13843
G3100290,1950,Chase,5176
G3100310,1950,Cherry,8397
G3100330,1950,Cheyenne,12081
G3100350,1950,Clay,8700
G3100370,1950,Colfax,10010
G3100390,1950,Cuming,12994
G3100410,1950,Custer,19170
G3100430,1950,Dakota,10401
G3100450,1950,Dawes,9708
G3100470,1950,Dawson,19393
G3100490,1950,Deuel,3330
G3100510,1950,Dixon,9129
G3100530,1950,Dodge,26265
G3100550,1950,Douglas,281020
G3100570,1950,Dundy,4354
G3100590,1950,Fillmore,9610
G3100610,1950,Franklin,7096
G3100630,1950,Frontier,5282
G3100650,1950,Furnas,9385
G3100670,1950,Gage,28052
G3100690,1950,Garden,4114
G3100710,1950,Garfield,2912
G3100730,1950,Gosper,2734
G3100750,1950,Grant,1057
G3100770,1950,Greeley,5575
G3100790,1950,Hall,32186
G3100810,1950,Hamilton,8778
G3100830,1950,Harlan,7189
G3100850,1950,Hayes,2404
G3100870,1950,Hitchcock,5867
G3100890,1950,Holt,14859
G3100910,1950,Hooker,1061
G3100930,1950,Howard,7226
G3100950,1950,Jefferson,13623
G3100970,1950,Johnson,7251
G3100990,1950,Kearney,6409
G3101010,1950,Keith,7449
G3101030,1950,Keya Paha,2160
G3101050,1950,Kimball,4283
G3101070,1950,Knox,14820
G3101090,1950,Lancaster,119742
G3101110,1950,Lincoln,27380
G3101130,1950,Logan,1357
G3101150,1950,Loup,1348
G3101170,1950,McPherson,825
G3101190,1950,Madison,24338
G3101210,1950,Merrick,8812
G3101230,1950,Morrill,8263
G3101250,1950,Nance,6512
G3101270,1950,Nemaha,10973
G3101290,1950,Nuckolls,9609
G3101310,1950,Otoe,17056
G3101330,1950,Pawnee,6744
G3101350,1950,Perkins,4809
G3101370,1950,Phelps,9048
G3101390,1950,Pierce,9405
G3101410,1950,Platte,19910
G3101430,1950,Polk,8044
G3101450,1950,Red Willow,12977
G3101470,1950,Richardson,16886
G3101490,1950,Rock,3026
G3101510,1950,Saline,14046
G3101530,1950,Sarpy,15693
G3101550,1950,Saunders,16923
G3101570,1950,Scotts Bluff,33939
G3101590,1950,Seward,13155
G3101610,1950,Sheridan,9539
G3101630,1950,Sherman,6421
G3101650,1950,Sioux,3124
G3101670,1950,Stanton,6387
G3101690,1950,Thayer,10563
G3101710,1950,Thomas,1206
G3101730,1950,Thurston,8590
G3101750,1950,Valley,7252
G3101770,1950,Washington,11511
G3101790,1950,Wayne,10129
G3101810,1950,Webster,7395
G3101830,1950,Wheeler,1526
G3101850,1950,York,14346
G3200010,1950,Churchill,6161
G3200030,1950,Clark,48289
G3200050,1950,Douglas,2029
G3200070,1950,Elko,11654
G3200090,1950,Esmeralda,614
G3200110,1950,Eureka,896
G3200130,1950,Humboldt,4838
G3200150,1950,Lander,1850
G3200170,1950,Lincoln,3837
